"SID","day","real_order","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","pos_emotion","neg_emotion","authentic","SE","Happy","Lonely"
"10448",37,4,1,1,3,5,1,5,4,4,1,5,1,5,4,5,1
"10449",37,4,1,4,2,2,1,4,5,5,3,5,1,5,4,5,1
"10475",29,4,2,1,4,5,1,5,5,3,1,5,1,5,4,5,1
"10486",5,4,2,4,4,5,1,3,3,3,2,3,3,4,2,3,1
"10447",25,4,1,2,1,4,1,5,5,5,2,5,1,5,5,5,1
"10453",9,4,2,3,2,3,1,3,4,4,3,4,2,4,4,4,2
"10479",5,4,1,4,5,3,1,2,3,3,3,4,2,4,4,4,1
"10493",29,4,1,1,1,5,1,5,5,5,2,3,2,5,4,4,1
"10432",53,4,1,2,1,2,1,4,4,5,3,4,2,5,4,3,1
"10437",49,3,1,2,1,4,2,4,4,3,5,4,2,4,3,4,2
"10450",37,3,1,5,3,4,1,1,3,3,2,5,1,5,5,4,1
"10440",53,3,3,5,3,4,1,2,2,3,1,3,3,3,3,2,1
"10480",25,3,2,3,3,3,4,3,3,3,2,3,4,2,2,3,4
"10475",25,3,1,3,2,5,1,4,NA,4,1,4,1,5,5,4,1
"10453",5,3,2,4,1,4,1,3,4,4,3,4,2,4,4,4,2
"10459",29,3,3,4,2,2,2,3,5,5,3,3,3,3,3,2,2
"10493",25,3,1,5,2,3,1,2,3,4,4,2,3,4,3,4,1
"10492",5,3,1,3,1,2,1,3,3,3,3,3,3,4,2,3,1
"10490",21,3,2,2,1,2,1,2,3,2,1,3,2,4,3,3,2
"10397",49,3,2,3,2,3,1,3,4,4,2,3,2,4,4,3,2
"10441",53,3,NA,4,5,1,4,1,NA,5,4,3,4,3,4,3,1
"10445",37,3,1,5,1,3,3,3,5,5,4,3,3,5,3,3,1
"10449",33,3,2,1,1,3,1,3,4,5,3,4,1,5,4,4,1
"10448",33,3,1,5,2,2,1,1,4,4,3,3,2,4,3,3,2
"10452",21,3,1,5,2,4,1,2,1,4,1,3,1,5,4,4,1
"10438",45,3,1,4,1,3,1,2,5,5,1,4,2,4,4,4,1
"10432",49,3,1,3,2,4,1,3,4,4,3,4,2,5,3,4,1
"10452",17,2,2,3,2,4,1,4,4,4,3,4,2,5,5,4,2
"10432",45,2,1,5,2,5,1,3,4,5,1,5,1,5,5,4,1
"10444",45,2,2,4,2,3,2,2,2,4,2,2,2,3,3,2,1
"10449",29,2,1,1,1,4,1,5,4,4,2,4,1,4,5,4,1
"10493",21,2,1,4,5,3,1,4,5,5,1,4,1,5,4,3,1
"10437",45,2,2,3,4,3,2,5,4,4,2,5,2,4,4,4,2
"10448",29,2,1,3,1,4,1,3,4,4,1,4,2,5,5,4,1
"10475",21,2,1,3,1,4,1,4,4,5,3,5,2,5,4,5,4
"10440",49,2,1,3,2,3,1,3,3,3,1,3,1,3,3,3,1
"10447",17,2,1,5,1,3,1,5,5,5,2,4,1,5,5,5,1
"10397",45,2,2,4,2,2,2,2,4,3,3,3,3,4,3,3,2
"10450",33,2,1,3,1,5,1,3,4,5,2,5,1,5,5,5,1
"10438",41,2,NA,5,2,2,4,2,NA,3,3,2,4,4,2,2,4
"10490",17,2,1,2,3,4,1,4,4,4,1,4,1,4,3,4,1
"10480",17,1,1,1,3,4,1,4,4,5,4,4,2,3,4,4,2
"10454",25,1,1,1,3,5,1,5,5,5,3,4,2,5,4,4,1
"10442",45,1,NA,4,4,3,1,1,NA,3,2,2,2,3,3,2,3
"10422",45,1,2,5,3,4,1,2,3,4,2,3,2,4,3,4,1
"10437",41,1,1,2,2,4,3,3,4,4,3,3,2,4,3,3,2
"10459",21,1,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2
"10452",13,1,1,5,1,2,1,2,1,4,4,3,3,5,3,3,1
"10448",25,1,1,5,1,2,2,1,4,5,3,3,2,4,3,3,2
"10447",13,1,1,5,3,2,3,2,5,5,4,3,3,3,4,3,1
"10449",25,1,1,2,2,4,1,5,4,4,1,4,1,4,4,5,1
"10493",17,1,1,5,4,3,1,2,3,5,1,2,3,4,4,2,1
"10465",13,1,2,2,3,5,1,5,4,4,1,4,1,4,4,4,1
"10438",37,1,1,5,1,5,1,2,5,5,1,4,1,4,4,4,1
"10397",41,1,1,5,1,3,1,1,5,5,2,3,3,5,4,3,1
"10432",41,1,1,3,4,3,1,4,4,5,1,4,1,5,5,4,1
"10445",29,1,1,5,1,2,3,3,5,5,4,3,3,5,3,2,3
"10490",13,1,2,2,2,3,1,3,3,3,1,3,1,3,3,3,2
"10465",9,7,1,2,2,5,1,4,4,4,1,4,1,4,4,4,1
"10422",41,7,2,4,2,3,1,2,3,3,3,4,2,4,3,4,1
"10438",33,7,1,2,3,5,2,4,5,5,2,4,1,5,4,3,3
"10450",25,7,2,2,2,3,2,1,4,2,2,2,3,4,1,3,3
"10490",9,7,NA,5,2,4,1,1,NA,3,1,3,1,2,1,3,1
"10432",37,7,NA,3,3,4,1,1,NA,5,1,4,1,5,4,5,1
"10397",37,7,NA,5,2,3,2,1,NA,5,2,3,2,5,4,3,2
"10448",21,7,NA,3,2,4,2,1,NA,4,2,3,3,4,3,3,3
"10454",21,7,1,3,3,5,1,3,5,5,1,3,1,5,3,3,1
"10451",13,7,NA,5,4,5,1,1,NA,5,1,4,1,5,3,5,1
"10475",13,7,2,2,3,4,2,4,4,4,3,4,2,5,4,5,1
"10437",37,7,1,1,3,4,2,5,4,4,2,5,2,5,5,5,1
"10452",9,7,1,5,4,5,1,1,1,3,1,4,1,5,5,5,1
"10447",9,7,1,4,1,4,1,5,5,5,3,5,1,5,5,5,1
"10493",13,7,1,3,5,5,1,1,5,3,2,2,1,5,4,4,1
"10445",21,6,1,2,1,1,4,3,4,5,5,2,5,5,2,1,3
"10449",17,6,3,3,3,4,1,3,4,3,1,4,3,3,5,4,1
"10444",33,6,NA,4,2,3,2,2,NA,2,3,3,2,3,3,3,1
"10480",9,6,2,4,3,4,1,4,3,3,3,3,2,4,3,3,2
"10490",5,6,2,2,2,3,1,3,3,3,2,3,2,2,2,4,2
"10432",33,6,1,3,1,3,1,4,4,5,2,4,2,5,5,4,1
"10450",21,6,NA,5,4,5,1,1,NA,2,2,2,2,3,4,3,1
"10493",9,6,1,1,1,1,1,5,5,5,1,5,2,5,4,5,1
"10452",5,6,1,2,3,5,1,4,3,5,1,5,1,5,5,5,1
"10437",33,6,1,5,5,5,2,3,2,1,2,3,2,3,4,5,1
"10438",29,6,1,2,2,5,1,4,3,3,1,5,1,5,4,5,1
"10441",37,6,NA,3,3,1,3,1,NA,5,5,2,5,5,3,3,1
"10447",5,6,NA,5,1,3,1,1,NA,5,3,3,2,5,5,4,1
"10448",17,6,1,3,3,4,1,3,4,4,1,3,2,4,3,3,2
"10465",5,6,1,1,1,3,1,5,4,4,2,4,2,4,4,4,1
"10397",33,6,NA,4,3,2,4,2,NA,5,5,NA,4,5,2,2,2
"10480",5,5,2,2,1,4,2,4,4,3,4,4,2,4,4,4,1
"10442",33,5,NA,4,5,4,1,2,NA,3,2,2,1,2,3,2,2
"10422",33,5,NA,5,3,4,1,2,NA,3,2,3,2,3,4,4,2
"10437",29,5,1,2,1,4,1,4,4,4,2,4,2,4,4,4,1
"10418",53,5,1,2,3,4,1,4,5,5,1,4,1,5,4,5,1
"10454",13,5,2,5,3,4,1,2,3,3,1,1,2,3,1,2,1
"10449",13,5,1,2,1,3,1,4,4,5,1,5,1,5,5,5,1
"10445",17,5,1,5,1,1,4,2,5,5,5,3,4,4,1,2,5
"10372",57,5,1,5,2,4,1,1,2,3,2,3,2,3,3,3,2
"10277",57,5,1,2,2,5,1,4,5,5,1,5,1,4,5,4,1
"10475",5,5,1,3,2,5,1,4,3,5,3,3,2,5,5,3,1
"10429",53,5,1,5,1,4,1,4,5,5,2,4,2,5,5,4,2
"10448",13,5,1,5,1,2,2,1,3,5,4,2,3,5,3,3,2
"10438",25,5,NA,5,2,3,3,4,NA,4,4,4,3,5,2,2,5
"10493",5,5,2,4,5,5,1,1,4,1,1,2,5,5,5,2,1
"10432",29,5,1,3,3,4,1,2,3,5,2,3,3,5,3,3,1
"10397",29,5,3,3,1,3,2,2,3,5,4,3,3,5,3,2,2
"10440",29,4,NA,5,5,5,1,1,NA,1,1,4,2,5,2,3,1
"10418",49,4,2,4,1,3,1,2,4,5,1,4,2,4,4,4,2
"10444",25,4,2,2,2,3,2,4,3,4,2,4,2,3,4,4,1
"10437",25,4,1,2,1,2,4,3,2,4,4,3,3,2,2,2,1
"10442",29,4,1,5,3,3,1,1,3,3,1,3,1,3,4,3,2
"10454",9,4,1,2,1,3,1,4,5,5,3,4,1,5,4,4,1
"10277",53,4,1,2,1,4,1,3,5,5,1,4,1,5,5,4,1
"10441",29,4,1,4,3,3,3,3,4,5,4,3,3,5,4,4,2
"10439",25,4,1,3,2,2,1,3,3,4,2,3,1,4,3,4,2
"10366",57,4,1,3,1,4,1,4,5,5,1,4,3,5,3,4,1
"10422",29,4,1,4,2,3,1,3,3,3,3,4,3,3,4,4,2
"10448",9,4,1,5,1,1,2,1,3,4,5,2,3,5,3,2,3
"10397",25,4,1,4,2,3,1,2,4,5,2,3,2,4,4,3,2
"10438",21,4,1,4,1,4,1,3,4,5,2,4,1,5,4,4,1
"10449",9,4,1,3,1,2,1,1,3,4,3,4,2,5,3,5,1
"10372",53,4,1,5,2,3,2,1,2,3,3,2,2,3,3,2,2
"10432",25,4,1,3,2,4,1,3,4,5,2,4,2,5,4,4,1
"10418",45,3,1,5,1,4,2,1,4,5,3,3,3,5,3,3,3
"10442",25,3,1,5,4,3,1,2,3,3,1,3,1,3,3,3,3
"10439",21,3,2,3,3,4,1,4,4,3,2,3,2,3,3,3,2
"10437",21,3,2,2,2,3,3,3,3,4,1,4,3,4,3,3,1
"10422",25,3,NA,3,2,4,2,3,NA,4,3,4,2,4,4,4,2
"10436",29,3,1,NA,2,4,1,3,4,4,2,3,2,3,4,3,1
"10444",21,3,2,2,3,3,2,4,3,4,2,3,2,3,3,3,2
"10372",49,3,NA,5,4,2,3,1,NA,3,5,1,3,3,2,1,1
"10426",57,3,1,5,4,3,4,3,3,2,3,4,4,5,3,2,1
"10366",53,3,1,3,2,4,1,4,5,5,1,4,1,5,5,4,1
"10449",5,3,1,1,1,2,1,4,4,5,2,5,2,5,5,4,1
"10445",9,3,1,3,1,1,4,2,5,5,5,2,5,5,1,1,3
"10448",5,3,1,5,1,2,1,2,3,5,3,3,3,5,4,3,2
"10277",49,3,1,2,3,5,1,5,5,4,1,5,1,4,5,4,1
"10438",17,3,2,5,2,2,4,1,3,3,4,2,4,3,2,2,5
"10429",45,3,1,5,3,3,1,1,5,5,4,3,3,5,4,3,2
"10441",25,3,2,3,3,2,3,1,2,3,5,2,4,3,3,2,2
"10454",5,3,3,5,3,5,1,3,3,3,1,5,1,5,4,4,1
"10397",21,3,1,3,2,4,2,2,4,5,2,2,3,3,4,2,1
"10411",57,3,2,2,1,5,1,4,4,5,1,5,2,4,5,5,1
"10432",21,3,1,4,4,4,1,2,4,4,2,4,3,5,4,4,1
"10442",21,2,1,3,2,3,1,3,3,3,1,3,1,3,3,3,1
"10450",5,2,1,5,3,4,1,1,3,4,3,3,1,5,4,4,1
"10418",41,2,1,4,1,3,1,1,3,5,2,3,2,4,3,4,1
"10277",45,2,1,3,2,2,1,3,5,5,2,3,2,3,4,4,1
"10441",21,2,1,3,3,2,3,1,2,3,4,2,3,3,3,3,2
"10444",17,2,NA,2,1,2,4,4,NA,4,4,3,3,2,2,2,1
"10397",17,2,1,4,2,4,2,3,5,5,2,4,2,3,4,4,2
"10411",53,2,1,2,2,4,1,4,4,4,1,4,2,4,5,4,1
"10436",25,2,1,2,2,4,1,3,4,5,1,4,2,4,4,4,1
"10429",41,2,1,3,4,2,1,2,4,3,3,4,2,5,4,3,1
"10438",13,2,1,4,1,3,2,2,4,5,1,3,2,5,3,3,2
"10437",17,2,1,4,2,4,1,3,3,4,3,4,2,4,3,3,1
"10372",45,2,3,4,3,3,4,2,3,3,3,1,5,3,1,1,3
"10440",21,2,1,5,1,1,3,1,1,1,5,1,5,3,1,1,3
"10432",17,2,1,3,3,2,1,4,3,5,3,3,2,5,4,4,1
"10439",17,2,2,3,2,3,1,3,4,3,1,4,1,4,5,5,1
"10445",5,2,1,5,1,1,4,1,5,5,4,2,3,5,3,2,3
"10366",49,2,NA,5,5,3,2,1,NA,5,4,3,3,5,3,3,1
"10411",49,1,1,2,2,5,1,4,4,5,1,4,2,4,4,4,1
"10437",13,1,2,4,2,4,1,3,3,4,3,3,2,3,3,3,2
"10372",41,1,NA,5,5,2,3,1,NA,2,5,1,4,1,1,1,2
"10444",13,1,2,2,2,2,2,4,4,4,2,4,NA,2,4,4,2
"10428",29,1,1,5,3,4,1,2,4,5,2,3,3,4,3,3,1
"10441",17,1,1,4,3,2,3,2,3,4,3,3,3,3,3,3,2
"10429",37,1,1,3,3,3,1,3,4,4,2,4,3,5,4,4,2
"10426",49,1,NA,5,5,3,2,1,NA,4,3,3,2,5,4,3,1
"10438",9,1,1,4,3,4,3,2,3,4,4,3,2,3,2,3,4
"10397",13,1,1,3,2,4,1,3,4,4,2,3,3,4,4,3,2
"10418",37,1,1,5,1,2,4,1,5,5,4,3,5,5,3,2,2
"10277",41,1,1,3,2,5,1,3,4,5,2,5,1,5,4,4,1
"10434",29,1,3,3,1,2,1,3,2,2,4,3,4,2,1,3,3
"10366",45,1,1,3,3,3,1,3,4,5,5,4,2,4,4,4,1
"10442",17,1,1,5,2,2,1,1,3,3,3,3,1,3,3,3,1
"10432",13,1,1,5,3,3,2,2,4,5,4,3,2,5,3,2,1
"10442",13,7,1,3,2,3,1,3,3,4,3,4,1,3,4,3,1
"10429",33,7,1,3,1,5,1,5,5,5,1,5,1,5,5,5,1
"10444",9,7,NA,5,2,2,2,1,NA,4,4,2,4,2,3,2,2
"10411",45,7,2,4,3,5,2,2,3,4,2,5,2,5,4,4,1
"10437",9,7,NA,2,1,2,2,4,NA,4,4,3,2,3,4,4,1
"10418",33,7,1,2,1,2,4,2,4,3,4,3,5,5,2,1,2
"10440",13,7,1,5,5,3,3,1,3,3,5,1,5,5,1,1,3
"10366",41,7,1,4,5,3,2,3,5,5,5,3,3,4,3,3,1
"10397",9,7,NA,5,1,3,2,1,NA,4,3,2,3,4,3,3,4
"10422",13,7,1,3,2,3,2,3,3,3,3,3,3,3,4,3,2
"10439",9,7,NA,5,3,3,2,1,NA,3,1,4,1,3,4,4,2
"10428",25,7,1,4,4,5,1,3,3,3,2,4,1,5,4,4,1
"10438",5,7,1,3,3,5,3,3,4,3,1,3,3,5,3,3,2
"10277",37,7,1,3,1,5,1,4,5,5,1,5,1,5,5,5,2
"10432",9,7,2,1,2,4,1,4,4,4,1,4,1,5,4,5,1
"10349",49,6,1,3,1,3,2,5,5,5,4,4,3,5,3,4,1
"10434",21,6,1,3,3,2,2,1,1,1,4,3,4,3,1,3,1
"10429",29,6,1,1,2,5,1,4,4,5,1,5,1,5,4,5,1
"10411",41,6,1,2,1,4,1,3,4,5,1,5,1,5,5,5,1
"10437",5,6,2,3,4,5,1,4,3,2,1,4,1,4,5,5,1
"10277",33,6,1,4,1,3,1,2,5,5,1,5,1,5,5,4,1
"10439",5,6,2,1,1,3,1,5,4,5,1,5,1,4,4,5,1
"10428",21,6,1,1,1,3,1,5,5,4,3,5,2,NA,4,5,1
"10436",13,6,1,2,2,3,1,4,4,4,1,3,1,4,4,4,1
"10432",5,6,2,2,1,2,1,4,4,3,3,4,3,5,3,3,1
"10397",5,6,1,5,2,4,2,1,3,4,3,3,2,4,4,3,1
"10366",37,6,1,4,1,4,1,2,4,5,4,3,1,5,5,4,1
"10418",29,6,1,2,2,3,2,4,5,5,3,3,3,5,3,3,1
"10442",9,6,NA,5,5,5,1,1,NA,3,3,3,2,3,4,2,1
"10441",9,6,NA,3,4,3,2,1,NA,4,3,3,2,4,4,3,2
"10444",5,6,2,2,2,3,2,4,4,4,2,4,2,4,3,4,2
"10440",9,6,1,5,5,5,1,1,2,3,1,3,2,4,2,3,1
"10442",5,5,NA,5,4,3,1,2,NA,3,1,3,1,3,3,3,1
"10436",9,5,2,1,2,3,1,4,3,4,2,3,1,5,3,4,1
"10439",1,5,NA,3,2,4,1,3,NA,3,1,3,1,4,4,3,1
"10434",17,5,3,1,4,4,1,4,1,3,2,3,3,4,2,3,3
"10428",17,5,NA,5,2,4,1,1,NA,5,5,4,3,5,5,4,1
"10366",33,5,1,4,3,3,1,4,5,5,4,3,2,5,4,4,1
"10422",5,5,1,3,2,4,1,3,4,3,2,4,2,4,4,4,2
"10277",29,5,1,2,1,5,1,5,5,5,1,5,1,5,5,5,1
"10440",5,5,1,5,3,3,3,1,2,2,3,2,4,5,3,2,3
"10429",25,5,3,5,4,3,1,1,3,3,2,3,3,4,4,3,2
"10441",5,5,1,4,3,3,3,1,1,4,3,2,3,4,4,3,1
"10372",29,5,NA,5,3,2,3,1,NA,3,4,2,3,3,2,2,2
"10418",21,4,1,5,1,2,2,1,4,4,4,3,3,4,3,2,1
"10411",33,4,2,4,2,3,2,3,3,4,2,4,2,4,5,4,1
"10277",25,4,1,4,1,3,1,2,4,5,3,4,1,4,4,3,2
"10436",5,4,1,3,2,2,1,3,3,4,3,3,2,3,4,3,1
"10429",21,4,1,3,1,5,1,3,5,4,1,5,1,5,5,5,2
"10366",29,4,1,5,1,4,1,3,5,5,3,3,2,5,3,3,1
"10371",57,4,3,3,3,3,2,3,3,4,2,4,2,3,3,4,2
"10428",13,4,1,4,2,4,1,2,4,4,1,4,1,3,4,3,3
"10372",25,4,2,3,3,2,2,2,2,3,4,3,2,4,3,2,2
"10434",13,4,2,4,2,3,1,2,1,3,3,3,2,3,1,4,1
"10434",9,3,3,3,3,2,1,2,1,3,4,3,2,3,1,3,1
"10349",37,3,1,3,3,5,1,4,3,4,1,4,1,5,5,4,1
"10366",25,3,1,4,3,3,1,4,5,5,2,4,2,5,4,4,1
"10402",53,3,NA,5,3,4,2,1,NA,3,2,3,3,4,3,3,2
"10428",9,3,1,4,2,2,2,3,5,5,4,3,5,4,4,3,1
"10429",17,3,2,5,2,3,1,1,4,5,3,3,2,5,3,3,2
"10418",17,3,1,3,1,1,2,2,4,4,4,3,3,3,3,4,1
"10411",29,3,3,5,4,4,2,2,2,3,1,4,2,4,4,4,1
"10277",21,3,1,4,1,5,1,2,4,5,1,5,1,5,5,4,2
"10372",21,3,NA,5,4,1,3,1,NA,3,4,1,4,1,1,1,2
"10349",33,2,1,5,3,4,1,2,3,5,2,1,1,3,4,3,1
"10402",49,2,2,3,2,3,1,3,3,4,2,3,2,3,3,3,2
"10418",13,2,1,4,4,3,1,1,3,3,3,3,3,3,3,3,1
"10277",17,2,1,2,1,4,1,4,5,5,1,5,1,5,5,5,1
"10434",5,2,1,4,5,5,1,1,1,2,2,3,NA,4,2,4,1
"10415",57,2,1,5,4,5,1,3,5,3,1,4,1,4,3,4,1
"10371",49,2,1,4,3,3,2,2,2,3,2,3,2,2,3,3,4
"10366",21,2,1,3,3,5,1,5,5,5,2,4,3,5,4,4,2
"10429",13,2,1,4,2,2,1,4,4,2,4,4,3,5,4,4,2
"10411",25,2,1,3,2,4,1,3,4,4,2,4,2,5,4,4,1
"10372",17,2,2,2,1,4,3,3,3,4,4,3,3,5,3,3,2
"10366",17,1,1,5,2,4,1,3,5,5,2,3,2,5,4,4,1
"10415",53,1,1,3,1,3,1,2,3,2,3,4,1,4,4,4,1
"10426",21,1,1,2,1,4,1,3,4,4,2,4,1,5,4,3,2
"10411",21,1,3,4,2,3,3,3,2,3,3,2,3,3,4,2,3
"10412",57,1,2,3,1,1,1,3,3,3,5,3,2,5,2,4,1
"10277",13,1,1,1,3,5,1,5,5,4,1,5,1,5,5,5,1
"10418",9,1,NA,5,2,5,1,1,NA,5,2,4,1,5,3,4,1
"10352",57,1,1,3,1,3,1,3,3,4,2,4,2,3,4,3,1
"10429",9,1,1,5,1,3,1,3,5,4,2,3,3,5,4,4,1
"10372",13,1,3,5,4,3,2,2,2,3,2,2,2,3,3,3,2
"10352",53,7,1,5,4,3,2,4,3,4,4,5,3,4,4,4,1
"10426",17,7,NA,5,4,5,2,1,NA,2,1,3,2,5,4,3,2
"10415",49,7,1,1,1,3,1,3,5,5,1,3,1,3,5,3,1
"10418",5,7,1,1,1,3,1,4,4,3,1,4,2,4,5,4,1
"10371",41,7,2,2,2,4,1,3,3,4,3,4,2,4,3,4,1
"10429",5,7,1,4,1,5,1,5,5,5,2,5,1,5,4,5,1
"10277",9,7,1,1,2,5,1,3,5,5,1,5,1,5,4,5,1
"10349",25,7,NA,5,3,4,1,2,NA,5,2,3,1,5,4,3,1
"10366",13,7,1,3,1,4,2,3,5,5,3,3,2,4,3,4,2
"10412",53,7,3,3,2,2,1,3,3,4,4,3,3,3,1,3,1
"10411",17,7,1,5,1,4,1,2,4,5,1,4,2,5,4,4,1
"10372",9,7,NA,5,5,4,2,1,NA,2,3,2,2,2,3,2,2
"10349",21,6,1,1,1,3,1,5,4,5,2,5,1,5,5,5,1
"10415",45,6,1,1,2,4,1,5,3,5,2,4,2,3,5,4,2
"10413",57,6,1,2,3,5,1,5,5,5,1,4,1,5,5,5,1
"10414",57,6,2,4,3,2,3,3,4,5,3,2,2,2,2,3,2
"10366",9,6,1,2,1,5,1,5,5,5,1,5,2,5,4,4,1
"10411",13,6,2,3,2,4,1,3,4,5,2,4,2,5,4,5,1
"10352",49,6,1,2,2,5,1,4,4,4,1,5,2,4,5,5,1
"10426",13,6,NA,5,3,5,1,1,NA,4,1,3,2,5,4,3,2
"10277",5,6,1,4,3,5,1,2,5,5,1,5,1,4,4,5,2
"10349",17,5,NA,4,3,3,1,3,NA,4,3,3,2,5,4,3,2
"10412",45,5,2,4,1,4,1,3,3,3,1,3,1,4,4,4,3
"10415",41,5,NA,3,1,1,1,2,NA,5,1,1,4,3,1,2,2
"10380",53,5,1,4,4,4,1,4,3,3,1,3,2,2,2,3,2
"10411",9,5,2,3,2,4,2,4,5,5,3,4,2,4,4,4,2
"10371",33,5,2,5,3,3,1,3,3,4,3,4,1,3,3,3,3
"10402",33,5,NA,5,3,3,1,1,NA,3,3,3,3,3,3,3,2
"10366",5,5,1,3,1,5,1,4,5,5,1,4,1,5,4,4,1
"10414",53,5,3,3,2,4,2,3,4,5,1,4,2,NA,4,3,2
"10426",9,5,3,5,1,2,3,1,2,4,3,2,4,5,3,2,1
"10380",49,4,1,2,1,4,1,5,3,4,1,4,1,5,4,5,1
"10402",29,4,2,3,3,3,1,3,3,3,2,3,3,3,3,3,2
"10414",49,4,1,2,1,4,2,3,4,5,2,4,2,4,4,4,2
"10415",37,4,3,1,1,3,1,4,5,5,2,4,2,5,4,4,1
"10411",5,4,2,2,1,3,2,3,3,4,3,3,3,4,3,3,1
"10404",57,4,1,2,1,2,1,4,3,4,2,3,4,2,3,3,2
"10352",41,4,2,5,1,1,4,1,2,5,5,2,4,4,3,2,2
"10413",49,4,NA,5,2,5,1,1,NA,5,1,4,1,5,5,4,1
"10426",5,4,NA,5,1,2,2,1,NA,3,3,2,3,5,3,2,1
"10342",57,4,1,5,2,3,2,3,5,5,2,3,3,5,5,3,1
"10330",49,4,NA,3,3,5,1,2,NA,3,1,4,1,4,5,5,1
"10349",9,3,1,5,1,3,1,1,3,5,3,2,3,5,4,3,2
"10414",45,3,1,5,2,2,5,1,4,3,5,3,4,3,1,1,4
"10389",53,3,NA,4,2,2,2,3,NA,3,4,2,4,3,3,2,4
"10404",53,3,1,3,2,3,1,2,3,3,2,2,2,2,3,3,1
"10413",45,3,1,3,1,3,1,4,5,5,3,3,2,5,4,4,1
"10415",33,3,NA,5,1,5,1,1,NA,3,2,4,1,5,5,4,1
"10371",25,3,4,5,3,2,3,2,2,2,3,3,3,2,3,2,4
"10342",53,3,1,5,2,4,1,2,5,5,3,3,2,5,5,5,3
"10412",33,2,2,4,1,3,1,2,3,3,2,2,4,3,2,3,1
"10380",41,2,1,2,3,4,1,3,3,3,1,3,3,4,3,3,1
"10402",21,2,1,3,2,3,1,3,3,3,2,3,2,3,3,3,1
"10352",33,2,1,5,1,5,1,2,3,5,1,4,1,4,5,4,1
"10330",41,2,NA,5,4,5,1,2,NA,4,1,3,1,5,5,4,1
"10415",29,2,1,1,2,5,2,5,4,3,1,3,1,3,4,3,3
"10342",49,2,1,4,3,2,1,2,4,5,2,5,2,5,5,4,2
"10371",21,2,3,4,2,2,2,1,2,3,3,2,3,2,3,2,3
"10342",45,1,1,5,3,3,2,3,3,5,1,4,2,5,5,3,3
"10413",37,1,2,4,5,5,1,3,5,1,3,5,1,5,4,5,1
"10402",17,1,1,5,2,5,1,1,3,3,1,4,2,3,3,4,1
"10412",29,1,2,2,1,4,1,4,4,3,1,4,2,5,4,4,1
"10380",37,1,1,5,3,2,1,1,2,3,3,3,2,2,3,2,1
"10371",17,1,3,5,3,2,2,2,2,3,2,2,2,2,2,2,4
"10330",37,1,1,5,3,3,1,3,3,3,1,4,1,4,5,3,1
"10415",25,1,1,3,1,2,1,3,1,2,1,4,2,3,4,4,1
"10389",41,7,1,3,4,3,2,2,4,4,4,3,3,3,4,3,4
"10414",33,7,1,4,3,5,1,3,4,4,1,4,1,4,4,4,1
"10342",41,7,1,3,3,5,1,3,5,5,3,3,1,5,5,5,1
"10380",33,7,1,5,3,3,2,1,2,2,3,2,3,4,2,3,3
"10413",33,7,1,2,4,5,1,4,5,4,1,5,1,5,5,5,1
"10352",25,7,1,3,3,5,1,4,3,3,2,5,1,4,5,5,1
"10415",21,7,1,1,1,5,1,3,3,3,1,3,3,3,3,4,1
"10380",29,6,NA,5,3,4,1,1,NA,2,3,2,1,4,3,3,1
"10350",41,6,1,3,2,5,1,3,4,4,1,4,1,4,3,4,1
"10342",37,6,NA,5,5,5,1,5,NA,5,1,5,1,5,5,5,1
"10354",37,6,1,2,2,4,1,4,4,4,1,4,2,4,4,4,2
"10338",57,6,1,2,3,4,1,4,3,2,1,5,2,4,4,4,1
"10389",37,6,1,5,3,4,1,1,1,4,2,3,3,4,4,3,4
"10415",17,6,1,1,1,5,1,5,3,3,1,3,3,5,5,5,1
"10324",45,5,1,3,3,5,1,3,3,3,1,5,1,5,5,5,1
"10390",57,5,1,1,1,4,1,4,3,3,1,4,1,5,5,4,1
"10404",33,5,1,2,3,5,1,3,3,3,1,4,2,4,3,4,1
"10371",5,5,1,3,5,4,2,3,4,4,1,3,2,4,4,4,2
"10342",33,5,NA,5,5,5,1,1,NA,5,1,5,1,5,5,5,1
"10415",13,5,NA,3,3,3,3,1,NA,5,3,5,5,5,3,2,1
"10352",17,5,1,2,5,5,2,5,4,3,2,5,2,5,4,4,1
"10414",25,5,1,5,4,1,3,1,2,3,5,1,4,1,1,3,4
"10338",53,5,1,1,2,5,1,4,3,5,1,5,1,5,5,5,1
"10363",29,5,2,2,2,4,1,3,3,2,3,4,2,3,3,3,2
"10413",21,4,3,5,4,4,1,3,3,1,1,3,3,5,3,2,1
"10414",21,4,2,4,3,2,4,1,3,1,4,3,3,3,1,3,2
"10380",21,4,1,3,2,3,1,4,3,3,1,5,1,4,4,5,1
"10386",53,4,2,2,2,3,2,3,4,5,2,4,2,4,4,4,2
"10363",25,4,3,2,2,3,1,4,3,3,2,3,3,3,3,3,1
"10354",29,4,NA,4,1,4,1,3,NA,5,1,5,1,5,5,5,1
"10389",29,4,NA,3,3,3,1,3,NA,4,1,4,2,3,4,4,2
"10330",21,4,1,3,2,4,1,3,3,4,2,4,2,3,5,3,1
"10412",13,4,2,3,1,1,1,3,3,4,5,4,3,5,3,3,1
