"SID","day","real_order","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","pos_emotion","neg_emotion","authentic","SE","Happy","Lonely"
"10314",35,2,1,2,1,4,1,4,4,4,3,4,2,5,4,4,2
"10313",43,1,2,5,2,3,3,3,4,3,4,3,4,3,1,2,4
"10251",55,1,1,2,1,5,1,5,5,5,1,4,1,5,5,5,1
"10322",27,1,1,5,2,2,1,1,3,3,3,2,3,3,3,2,1
"10286",43,1,1,5,2,4,1,2,3,5,2,3,2,5,3,5,1
"10308",19,1,1,1,1,5,1,5,5,5,1,4,3,5,5,5,1
"10287",11,1,1,4,1,1,5,1,3,4,5,1,4,5,1,1,5
"10270",43,1,1,3,1,3,1,2,4,4,3,3,2,4,3,3,1
"10310",43,1,4,2,4,2,2,4,2,4,4,4,2,4,3,4,1
"10274",31,1,NA,5,1,2,2,2,NA,5,3,3,2,5,3,3,1
"10311",43,1,1,3,2,1,1,1,2,3,2,4,1,4,4,4,1
"10316",27,1,2,5,2,3,2,1,3,4,3,3,2,5,4,2,2
"10276",31,1,NA,5,2,2,3,1,NA,4,3,2,3,3,2,2,2
"10272",59,1,2,5,2,3,4,1,4,3,3,2,4,2,2,2,4
"10326",15,1,1,3,1,3,1,3,4,5,1,4,1,4,5,4,2
"10293",11,1,NA,5,3,3,2,1,NA,3,4,2,3,5,4,3,2
"10299",23,1,1,5,2,3,3,1,1,3,3,3,3,2,3,3,1
"10317",15,1,2,2,2,3,1,4,4,4,3,4,2,3,4,4,2
"10289",27,1,2,3,3,2,2,4,3,4,3,3,3,4,3,3,2
"10314",31,1,1,3,2,3,2,3,4,3,4,3,2,3,3,3,3
"10315",23,1,1,3,2,2,1,3,3,4,2,3,1,4,3,3,2
"10288",23,1,1,2,2,3,1,4,4,4,3,4,2,4,4,4,2
"10267",23,7,1,3,1,3,1,3,4,5,2,5,1,5,5,5,1
"10287",7,7,1,1,1,1,2,4,4,5,4,4,3,5,2,2,1
"10280",39,7,1,2,3,3,1,4,5,5,2,4,1,5,4,5,1
"10270",39,7,1,2,1,4,1,4,4,5,3,4,2,5,4,4,1
"10322",23,7,2,2,3,3,1,3,2,3,3,2,4,3,3,1,3
"10313",39,7,3,3,4,1,5,2,3,2,5,1,5,5,1,1,5
"10316",23,7,1,5,2,1,3,2,3,3,3,1,4,5,4,2,2
"10299",19,7,2,1,2,5,1,5,2,3,1,5,2,5,5,5,1
"10272",55,7,1,5,3,3,1,4,4,5,2,3,3,4,3,2,2
"10242",43,7,NA,5,5,5,1,1,NA,1,1,3,1,3,3,4,1
"10311",39,7,1,2,1,3,2,3,2,3,2,3,2,3,3,3,1
"10320",11,7,1,5,3,1,4,1,1,3,5,3,5,3,2,2,4
"10288",19,7,2,2,1,5,1,4,4,3,1,5,1,4,5,5,1
"10308",15,7,2,1,2,5,1,5,5,5,3,5,NA,5,5,4,1
"10293",7,7,1,3,1,3,1,2,3,4,3,4,2,5,5,5,1
"10317",11,7,1,4,3,3,1,3,4,4,2,4,2,4,3,4,1
"10314",27,7,1,1,3,3,1,5,5,5,3,5,1,5,5,5,1
"10326",11,7,1,5,1,2,4,1,4,4,4,2,3,5,4,2,3
"10266",47,7,1,3,1,1,1,1,4,4,3,3,2,5,3,3,1
"10315",19,7,1,3,2,4,1,4,4,5,2,3,2,5,4,4,2
"10276",27,7,NA,5,1,2,2,1,NA,4,3,2,2,4,2,2,2
"10289",23,7,2,2,3,3,2,4,4,4,4,3,3,4,3,3,3
"10274",27,7,NA,4,1,3,1,2,NA,5,2,3,2,4,3,3,1
"10292",43,6,3,4,2,3,3,2,2,3,3,2,4,3,4,2,3
"10272",51,6,2,3,3,3,3,3,4,3,3,2,4,3,3,2,5
"10289",19,6,2,3,3,3,1,4,3,4,3,4,3,4,4,4,2
"10313",35,6,1,5,2,3,4,4,5,4,3,2,3,4,1,2,4
"10287",3,6,NA,4,1,4,3,3,NA,1,3,3,1,1,2,3,3
"10322",19,6,NA,5,4,3,1,1,NA,3,3,3,1,3,3,3,1
"10326",7,6,1,2,2,5,1,4,4,4,2,5,2,5,4,4,1
"10317",7,6,1,2,1,3,1,5,4,4,2,5,2,4,4,4,1
"10311",35,6,1,2,4,5,1,5,4,4,1,5,1,2,4,5,1
"10267",19,6,1,4,1,4,1,2,3,5,2,3,2,5,5,4,1
"10270",35,6,1,4,5,5,1,3,4,5,1,4,1,4,3,4,1
"10314",23,6,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3
"10293",3,6,1,2,2,5,1,4,3,4,1,4,1,4,4,4,1
"10276",23,6,NA,5,4,2,4,1,NA,2,3,2,4,3,2,2,3
"10266",43,6,1,3,5,5,1,2,4,4,1,5,1,5,5,5,1
"10316",19,6,2,2,2,5,1,3,3,4,1,4,1,5,5,4,1
"10308",11,6,1,2,1,3,3,5,5,5,3,5,1,5,4,4,1
"10245",59,6,3,3,5,3,3,3,3,3,5,3,3,3,2,3,3
"10286",35,6,NA,5,5,3,3,2,NA,2,3,2,3,4,2,3,1
"10288",15,6,1,3,2,4,1,2,5,4,2,3,1,5,4,5,1
"10320",7,6,1,5,2,1,4,1,3,5,5,2,4,5,1,2,4
"10315",15,6,1,3,1,2,3,3,4,4,2,3,2,4,3,3,2
"10274",23,6,1,1,3,3,2,2,5,4,4,4,4,5,2,3,1
"10320",3,5,2,2,1,2,1,4,4,4,4,4,2,3,3,5,1
"10286",31,5,1,2,2,5,1,3,5,5,1,4,2,2,3,4,1
"10272",47,5,2,2,2,4,2,4,4,3,2,4,2,4,3,4,2
"10280",31,5,1,4,2,2,3,2,3,3,4,2,4,3,3,2,2
"10314",19,5,NA,4,3,3,1,2,NA,3,3,3,3,3,3,3,2
"10308",7,5,1,2,3,5,1,5,4,5,1,5,1,5,5,5,1
"10289",15,5,2,2,1,3,2,3,4,3,2,3,3,3,3,3,2
"10313",31,5,1,5,1,1,1,2,4,3,1,5,2,5,5,5,1
"10276",19,5,NA,4,2,4,2,2,NA,3,2,2,2,3,3,3,2
"10270",31,5,1,1,2,5,1,4,5,5,1,5,1,5,4,4,1
"10315",11,5,1,2,2,1,4,3,4,4,3,3,4,4,3,3,2
"10299",11,5,2,5,3,5,2,3,3,4,3,3,3,3,4,3,1
"10311",31,5,1,1,3,5,2,4,3,3,1,3,2,4,3,5,1
"10316",15,5,1,1,2,5,1,5,3,5,1,4,1,3,5,4,1
"10288",11,5,1,4,1,3,1,3,5,5,3,3,2,4,4,3,2
"10274",19,5,1,3,2,4,1,2,4,5,2,4,2,5,5,4,2
"10313",27,4,1,4,1,1,1,3,5,3,1,5,1,5,5,4,1
"10276",15,4,NA,5,1,3,2,1,NA,5,1,4,1,3,4,4,2
"10286",27,4,1,2,2,4,1,3,4,4,1,4,1,4,4,5,2
"10322",11,4,1,5,1,3,1,1,3,3,1,3,1,3,3,3,1
"10272",43,4,2,3,4,3,2,4,3,2,2,3,4,4,3,4,2
"10237",59,4,NA,3,3,3,3,3,NA,3,3,NA,NA,3,4,3,3
"10310",27,4,1,3,1,5,1,2,2,3,1,5,1,5,4,5,1
"10311",27,4,1,4,3,3,2,1,2,3,3,3,3,3,3,3,2
"10242",31,4,1,5,5,1,1,3,3,3,1,2,2,3,3,3,1
"10312",27,4,1,4,3,3,1,1,4,4,1,4,2,4,3,4,3
"10245",51,4,2,3,3,5,2,4,3,5,2,5,2,5,3,5,2
"10274",15,4,1,2,3,4,2,3,5,4,3,3,2,5,4,3,2
"10316",11,4,NA,5,2,5,2,1,NA,3,1,3,2,5,5,4,1
"10270",27,4,1,1,3,5,1,4,4,4,1,4,1,5,4,4,1
"10232",43,4,2,1,1,2,2,5,4,5,3,3,3,4,5,3,2
"10299",7,4,2,3,3,4,1,3,2,4,2,3,2,4,5,3,1
"10315",7,4,2,4,1,1,3,3,3,2,3,3,5,3,4,2,2
"10288",7,4,1,2,3,2,2,2,4,4,3,2,5,4,3,2,4
"10289",11,4,2,3,2,2,2,3,3,4,4,3,3,4,3,3,2
"10314",15,4,1,3,1,4,1,3,3,5,2,4,1,4,4,4,3
"10236",55,4,1,2,4,5,1,4,5,3,1,4,1,5,4,5,1
"10310",23,3,4,3,3,2,3,3,2,3,4,3,3,2,3,2,2
"10322",7,3,1,5,3,3,1,3,3,3,1,3,1,5,3,4,1
"10232",39,3,1,2,1,3,2,5,3,5,1,4,3,3,3,3,3
"10292",31,3,2,3,1,2,2,2,3,4,3,3,2,3,3,3,1
"10251",35,3,1,3,2,3,1,2,3,5,2,4,3,5,3,4,1
"10286",23,3,1,5,1,3,1,2,4,5,2,5,2,3,4,5,2
"10289",7,3,2,2,2,3,2,3,4,4,3,3,2,3,4,4,3
"10272",39,3,3,4,4,2,2,3,3,3,3,3,4,3,3,3,2
"10299",3,3,2,2,2,3,2,1,1,4,2,2,2,4,4,2,1
"10270",23,3,1,4,5,5,2,2,4,4,2,3,1,5,3,3,1
"10312",23,3,2,2,2,1,2,5,5,5,3,4,3,3,5,4,2
"10288",3,3,1,2,2,5,1,5,4,4,1,5,1,4,5,5,1
"10245",47,3,2,5,1,5,1,2,3,3,2,3,2,3,4,5,2
"10274",11,3,1,2,1,3,1,4,4,5,4,3,4,4,3,3,1
"10236",51,3,NA,4,4,5,1,1,NA,3,1,3,1,4,4,3,1
"10316",7,3,1,1,2,4,1,4,3,5,1,4,1,5,5,4,1
"10311",23,3,NA,4,3,2,4,1,NA,3,4,2,3,4,3,2,2
"10280",23,3,NA,4,1,3,2,1,NA,3,3,3,3,5,3,3,3
"10266",31,3,NA,2,3,4,1,2,NA,4,1,4,1,4,3,4,2
"10242",27,3,1,4,5,2,1,1,4,1,1,3,1,2,3,3,1
"10314",11,3,1,2,3,4,1,5,4,5,1,5,1,5,5,5,1
"10273",35,2,2,3,3,3,2,3,4,3,2,3,2,4,4,4,1
"10286",19,2,1,3,3,4,1,2,4,2,2,3,2,3,3,3,2
"10289",3,2,2,2,2,3,1,3,3,3,3,3,2,4,4,4,2
"10313",19,2,1,4,1,2,2,3,5,3,3,3,3,3,2,2,2
"10232",35,2,NA,3,3,5,1,3,NA,3,2,5,1,5,4,4,1
"10322",3,2,1,5,1,5,1,3,3,3,1,1,1,5,3,3,1
"10241",55,2,1,3,5,4,3,3,2,3,3,3,3,4,3,3,3
"10276",7,2,1,2,2,3,1,4,4,5,2,4,2,4,4,4,2
"10267",3,2,1,5,1,3,1,1,3,5,4,3,3,5,3,3,2
"10236",47,2,1,1,3,4,1,5,5,5,2,4,1,4,5,4,1
"10312",19,2,NA,5,1,3,1,1,NA,5,1,3,2,5,3,3,3
"10272",35,2,2,3,3,2,4,3,3,3,3,3,5,3,3,2,2
"10270",19,2,3,4,4,4,1,3,5,5,1,4,1,5,4,4,2
"10274",7,2,1,5,1,3,1,1,3,5,2,3,2,4,4,3,1
"10240",47,2,NA,5,1,1,5,1,NA,5,5,1,5,3,1,1,3
"10310",19,2,2,2,2,4,2,4,2,3,2,4,2,4,3,4,2
"10311",19,2,1,3,2,3,1,3,3,4,1,3,1,4,3,4,1
"10245",43,2,NA,5,5,3,3,2,NA,1,4,2,2,3,2,2,3
"10310",15,1,2,4,1,3,1,3,2,3,3,3,2,4,3,3,1
"10280",15,1,1,2,2,3,2,4,5,5,2,4,2,4,3,3,2
"10251",27,1,1,3,1,4,1,4,4,5,1,5,1,5,4,5,1
"10286",15,1,1,3,2,5,1,5,5,3,1,4,2,5,4,4,1
"10258",23,1,NA,5,3,3,1,1,NA,3,3,3,1,3,3,3,1
"10234",59,1,NA,5,5,4,2,1,NA,3,2,3,3,3,2,3,3
"10238",43,1,NA,5,2,3,2,1,NA,3,3,3,2,3,2,4,2
"10240",43,1,NA,5,3,1,5,1,NA,5,5,1,5,3,1,1,5
"10311",15,1,NA,3,3,4,1,2,NA,3,1,3,2,3,3,3,3
"10245",39,1,2,5,3,3,3,2,3,3,3,3,3,3,3,3,3
"10313",15,1,1,3,4,3,3,2,4,3,4,2,3,3,2,2,4
"10270",15,1,3,2,3,5,1,3,5,5,1,4,2,5,4,4,2
"10312",15,1,NA,5,1,3,2,1,NA,5,1,3,1,5,4,3,3
"10236",43,1,3,4,3,3,3,2,5,3,3,2,4,5,2,2,2
"10272",31,1,2,4,5,3,2,1,3,3,3,4,3,2,3,3,2
"10241",51,1,1,4,3,3,3,2,2,3,3,3,3,3,3,3,2
"10273",27,7,3,3,3,3,2,4,3,2,2,3,2,4,4,3,1
"10270",11,7,1,4,1,3,1,3,4,4,1,4,1,5,3,3,2
"10238",39,7,1,4,5,3,2,2,3,1,4,2,2,3,3,3,4
"10280",11,7,1,2,1,2,4,3,4,4,4,2,4,5,3,2,4
"10234",55,7,1,5,3,2,2,2,1,3,3,2,4,3,1,2,4
"10239",39,7,NA,5,1,3,1,1,NA,4,3,4,3,4,3,3,3
"10313",11,7,4,2,3,1,3,2,2,4,5,3,4,4,2,2,3
"10310",11,7,2,2,3,2,3,3,1,3,4,2,3,5,3,4,1
"10251",23,7,NA,5,5,5,1,1,NA,3,1,4,1,5,4,5,1
"10240",39,7,3,2,4,1,5,1,4,3,5,1,5,3,1,1,3
"10292",19,7,3,3,3,2,4,3,3,3,3,2,3,4,2,2,3
"10241",47,7,1,3,4,4,3,2,3,4,1,3,3,5,3,3,1
"10272",27,7,2,3,4,3,2,3,4,4,3,3,2,4,3,4,2
"10236",39,7,1,1,1,4,1,3,4,5,1,3,1,4,3,4,1
"10245",35,7,3,1,3,3,1,3,3,3,1,3,2,3,4,3,3
"10286",11,7,1,5,1,5,1,1,4,5,2,4,2,5,4,4,1
"10312",11,7,1,5,2,3,2,1,4,5,1,3,2,3,3,2,4
"10242",15,7,NA,5,3,3,1,3,NA,3,3,2,1,4,2,1,4
"10311",11,7,1,1,3,5,1,4,2,3,2,4,1,3,3,4,1
"10238",35,6,1,4,3,3,2,1,1,3,3,1,2,1,2,2,3
"10237",39,6,1,2,3,3,1,2,4,4,3,5,1,3,4,5,1
"10311",7,6,1,1,3,5,1,4,3,3,1,4,1,1,3,4,1
"10241",43,6,1,4,4,3,3,2,2,3,2,3,3,4,2,3,3
"10310",7,6,1,1,1,5,2,5,2,3,3,5,2,5,5,5,1
"10240",35,6,1,3,5,5,2,1,4,1,4,5,4,3,2,5,2
"10245",31,6,2,3,5,4,2,3,3,3,2,4,2,3,2,3,3
"10313",7,6,1,1,1,3,1,5,5,5,3,4,2,4,4,4,1
"10258",15,6,1,1,4,5,1,5,5,5,2,5,1,5,5,5,1
"10272",23,6,NA,4,2,1,3,1,NA,2,5,3,4,2,1,2,4
"10242",11,6,2,2,2,2,1,4,3,3,3,3,1,3,3,4,1
"10286",7,6,2,3,5,4,1,2,3,3,1,4,2,4,3,4,1
"10270",7,6,2,2,2,5,1,5,4,4,1,4,1,5,4,4,1
"10232",23,6,1,1,1,4,1,5,5,5,2,3,1,3,5,4,1
"10236",35,6,1,3,1,4,1,4,5,5,1,3,1,4,4,4,1
"10280",3,5,1,3,2,2,3,2,2,3,2,3,3,4,3,2,3
"10251",15,5,1,2,1,4,1,4,3,4,1,5,1,5,5,5,1
"10237",35,5,NA,2,3,3,3,3,NA,4,3,1,2,2,3,3,3
"10242",7,5,NA,5,5,5,3,1,NA,2,2,3,2,4,3,3,3
"10234",47,5,3,5,5,5,2,2,2,1,3,5,3,5,3,3,3
"10241",39,5,1,2,5,2,5,1,3,3,2,2,5,1,1,2,4
"10245",27,5,1,3,3,3,2,3,3,3,1,3,2,3,3,3,2
"10272",19,5,NA,4,5,2,3,2,NA,2,2,3,2,2,2,2,4
"10243",35,5,2,4,3,3,2,2,3,3,3,3,4,3,3,3,2
"10266",11,5,1,2,3,5,1,5,3,3,1,5,1,3,5,5,1
"10248",31,5,1,4,3,4,1,2,2,3,3,2,3,4,4,3,1
"10251",11,4,1,3,1,4,1,2,3,5,1,5,1,5,5,5,1
"10241",35,4,1,5,3,2,4,2,1,2,3,2,4,2,2,2,4
"10245",23,4,1,3,1,3,1,3,3,3,2,4,1,3,3,4,1
"10226",19,3,2,4,2,3,2,3,3,2,3,3,4,4,3,2,2
"10237",27,3,3,3,3,2,4,1,2,4,3,2,5,2,2,2,3
"10292",3,3,1,3,3,2,2,3,5,5,4,4,3,4,3,5,2
"10240",23,3,1,1,1,1,3,3,3,4,5,4,3,5,2,3,3
"10227",59,3,NA,2,4,3,2,3,NA,3,3,2,4,3,2,2,3
"10272",11,3,2,4,3,2,3,2,4,3,5,3,3,3,2,2,3
"10241",31,3,1,4,2,1,4,2,2,3,3,2,4,2,1,2,1
"10234",39,3,2,2,1,2,3,1,3,4,3,3,3,3,3,2,3
"10273",11,3,2,3,2,4,2,3,4,3,2,3,2,4,4,3,2
"10238",23,3,1,5,3,2,3,1,2,3,4,2,3,2,2,2,4
"10251",7,3,4,2,1,3,1,3,1,3,2,3,4,2,5,4,1
"10258",3,3,1,5,1,4,1,3,NA,5,2,4,1,4,4,4,1
"10248",23,3,2,4,5,5,1,2,2,2,2,2,3,4,3,2,1
"10236",23,3,1,5,4,5,1,2,1,3,1,3,2,4,3,3,1
"10245",19,3,3,1,1,1,3,1,3,3,5,2,5,3,1,2,2
"10239",23,3,1,1,1,3,1,4,4,4,3,5,2,4,5,5,2
"10232",11,3,2,4,4,4,5,1,2,2,3,2,5,4,1,2,5
"10251",3,2,1,4,1,3,1,3,3,5,1,4,3,3,4,4,1
"10241",27,2,1,3,5,2,3,1,3,3,4,2,3,4,1,2,1
"10272",7,2,1,2,4,4,2,4,3,4,2,3,2,4,2,3,2
"10237",23,2,NA,3,3,3,1,1,NA,3,2,3,2,3,4,4,1
"10232",7,2,1,3,2,2,1,2,4,5,2,2,3,5,4,3,2
"10248",19,2,1,3,3,2,1,2,2,3,3,2,3,2,3,2,3
"10239",19,2,1,1,1,2,1,5,5,4,3,5,4,5,3,3,1
"10243",23,2,2,3,2,2,1,3,3,3,3,2,3,3,3,3,2
"10236",19,2,1,5,1,3,1,2,3,5,1,2,3,5,4,3,1
"10227",55,2,NA,3,3,2,3,2,NA,2,3,2,3,3,3,4,3
"10273",7,2,1,4,3,4,3,2,3,3,2,2,2,4,4,3,2
"10240",19,2,1,3,4,1,5,1,4,3,5,1,5,3,1,1,4
"10245",15,2,1,1,5,5,1,5,3,3,1,5,1,5,5,4,1
"10238",15,1,2,4,3,3,3,1,2,2,3,2,2,2,2,3,3
"10232",3,1,1,4,2,3,2,1,2,4,2,3,2,2,2,3,1
"10241",23,1,1,3,2,3,2,2,2,5,3,3,3,4,3,3,2
"10237",19,1,NA,4,2,5,4,3,NA,5,1,3,1,4,5,3,2
"10226",11,1,2,2,2,2,2,2,2,4,2,4,2,2,3,4,2
"10245",11,1,1,5,1,2,1,3,3,3,1,3,1,3,4,3,2
"10248",15,1,1,4,2,3,1,1,2,3,3,2,3,3,3,2,1
"10227",51,1,NA,3,2,3,3,4,NA,3,3,3,4,2,2,2,4
"10243",19,1,NA,4,1,3,1,2,NA,4,2,2,3,3,3,3,2
"10234",31,1,3,2,5,4,2,3,3,3,2,4,2,3,2,3,3
"10236",15,1,1,3,2,4,1,1,2,5,3,3,1,1,3,3,1
"10226",7,7,2,3,2,4,4,3,4,4,2,2,2,2,4,3,3
"10237",15,7,1,1,1,5,1,5,4,4,1,5,1,4,5,5,1
"10243",15,7,2,3,2,3,1,3,3,3,2,3,3,4,3,3,2
"10234",27,7,NA,5,3,2,3,1,NA,1,2,2,3,3,2,1,3
"10238",11,7,1,4,5,3,4,1,3,2,3,2,4,2,3,2,3
"10239",11,7,1,5,4,4,2,2,3,3,4,3,2,3,4,4,2
"10245",7,7,NA,5,2,2,1,1,NA,4,1,3,2,3,3,3,2
"10227",47,7,NA,3,3,3,3,2,NA,2,3,4,3,4,3,3,3
"10240",11,7,1,3,3,2,4,2,3,4,5,3,3,5,1,3,2
"10241",19,7,1,4,4,4,3,2,3,2,2,3,3,3,2,3,2
"10248",11,7,3,3,3,4,2,2,2,2,3,2,3,3,3,2,1
"10236",11,7,2,3,2,4,1,2,3,3,2,3,2,1,3,3,1
"10241",15,6,1,5,2,3,3,2,2,3,1,3,3,5,3,3,2
"10236",7,6,2,2,2,4,1,4,4,4,2,4,2,3,4,4,1
"10239",7,6,NA,5,2,4,3,1,NA,4,4,4,1,3,5,4,2
"10234",23,6,1,5,3,2,4,1,3,3,5,2,4,4,3,2,5
"10248",7,6,2,5,1,3,1,2,2,3,2,3,2,4,4,3,1
"10245",3,6,1,1,1,5,1,5,4,4,1,5,1,4,4,5,1
"10227",43,6,NA,3,3,3,3,3,NA,3,3,3,3,3,3,3,2
"10238",7,6,NA,2,5,4,2,1,NA,2,2,3,3,3,3,3,3
"10237",11,6,1,5,2,5,1,1,4,3,1,2,2,5,3,2,3
"10234",19,5,1,4,5,5,1,3,4,1,1,5,2,3,3,4,3
"10241",11,5,1,3,3,4,3,3,3,3,2,2,3,3,3,2,2
"10239",3,5,3,4,4,1,4,1,2,2,5,2,5,2,2,1,4
"10240",3,5,1,4,1,2,3,4,3,4,4,3,2,4,2,4,3
"10237",7,5,1,2,3,3,1,2,3,4,1,4,1,5,4,3,1
"10238",3,5,1,4,2,2,3,2,2,3,4,2,2,2,2,2,2
"10243",3,4,1,4,2,2,1,3,2,3,1,3,1,3,3,3,2
"10234",15,4,3,5,5,3,1,1,3,2,3,3,3,2,3,3,4
"10237",3,4,NA,5,5,5,1,1,NA,5,1,3,1,4,4,5,1
"10228",31,4,1,3,3,2,4,3,3,3,4,2,4,3,2,2,2
"10227",35,4,NA,3,3,2,3,3,NA,3,3,2,2,3,3,3,2
"10241",7,4,1,4,2,3,4,3,2,4,3,3,3,4,3,2,2
"10228",27,3,1,2,4,4,1,4,4,2,3,4,2,4,4,3,3
"10234",11,3,3,2,1,2,1,1,2,1,3,5,3,4,2,2,1
"10227",31,3,3,3,2,3,3,3,3,2,3,3,2,3,3,2,3
"10228",19,1,1,1,3,3,1,3,3,3,2,3,1,3,3,3,1
"10227",23,1,NA,3,3,3,3,2,NA,3,3,3,2,2,4,4,2
"10228",15,7,1,2,3,4,2,4,3,3,3,4,2,3,4,3,2
"10227",11,5,NA,3,3,3,3,3,NA,3,3,3,2,3,3,3,4
"10228",7,5,1,2,2,4,2,3,3,4,2,3,2,4,4,3,2
"10228",3,4,1,2,2,4,1,4,4,4,1,4,1,4,4,4,1
"10227",7,4,2,3,4,4,2,2,3,4,3,3,2,3,4,3,3
"10222",59,1,1,3,3,2,2,2,3,4,3,3,2,3,4,2,1
"10222",55,7,NA,5,3,4,1,1,NA,4,1,3,1,2,3,3,1
"10222",51,6,1,4,3,5,1,4,3,3,1,3,1,4,4,3,1
"10222",43,4,1,2,1,4,1,4,3,4,1,3,4,4,4,4,1
"10222",39,3,1,2,2,4,1,5,2,3,1,2,2,4,4,3,1
"10222",35,2,1,3,1,5,1,4,2,4,1,3,2,4,4,4,1
"10222",31,1,1,3,3,4,1,3,2,3,2,4,1,3,4,3,1
"10222",27,7,NA,5,3,4,1,1,NA,3,3,3,1,4,3,3,1
"10222",23,6,1,4,5,2,1,1,3,2,2,2,2,4,4,2,1
"10217",59,4,NA,3,1,2,1,1,NA,5,3,NA,NA,5,5,3,2
"10222",15,4,1,3,3,5,1,3,3,4,1,3,1,4,4,4,1
"10219",59,3,2,1,2,4,1,4,4,4,2,NA,NA,4,4,4,1
"10217",55,3,1,4,1,3,1,2,2,5,3,3,2,4,4,3,2
"10222",11,3,1,2,3,4,1,3,4,4,1,2,1,4,4,4,1
"10222",7,2,1,3,2,4,1,5,4,4,1,5,2,4,5,4,1
"10217",51,2,NA,4,2,2,2,1,NA,5,3,3,2,5,4,3,2
"10217",47,1,NA,5,2,2,1,1,NA,5,2,3,2,5,5,3,3
"10217",43,7,NA,5,2,3,1,1,NA,5,3,3,2,5,5,3,2
"10217",39,6,NA,3,3,3,1,1,NA,4,2,3,2,5,4,3,2
"10213",55,5,1,5,1,5,1,1,5,5,3,3,1,5,5,5,1
"10219",39,5,1,2,2,4,2,4,5,4,2,4,2,4,4,4,2
"10217",35,5,NA,4,1,2,2,1,NA,5,3,2,3,5,5,2,4
"10217",31,4,1,3,1,2,2,3,3,5,4,3,2,5,4,3,2
"10219",31,3,2,3,1,5,2,3,4,4,2,5,2,4,5,4,2
"10213",47,3,1,3,1,4,1,3,4,5,1,5,2,4,5,5,1
"10217",27,3,NA,3,2,2,1,1,NA,5,3,3,2,4,4,2,2
"10212",59,2,1,4,1,4,1,3,5,5,2,4,1,5,4,5,1
"10213",43,2,1,3,2,3,1,3,4,4,1,5,1,5,4,5,1
"10219",27,2,NA,3,1,5,3,2,NA,4,1,3,1,4,4,3,1
"10217",23,2,NA,4,2,2,2,1,NA,5,3,2,3,4,4,2,3
"10213",39,1,NA,5,3,4,2,1,NA,3,1,4,2,5,4,3,1
"10217",19,1,NA,4,3,2,3,1,NA,4,3,2,3,4,3,2,4
"10212",51,7,1,4,3,5,1,3,5,5,1,4,1,3,4,4,1
"10213",35,7,1,3,2,3,1,3,4,4,1,3,2,4,4,4,1
"10217",15,7,NA,4,3,3,2,1,NA,4,2,3,3,4,4,3,4
"10216",19,7,NA,5,2,3,1,1,NA,5,2,3,1,3,4,3,2
"10219",15,6,1,3,2,3,2,3,4,4,2,4,2,3,4,3,2
"10213",31,6,2,3,3,4,1,2,4,3,2,4,2,5,4,4,1
"10216",15,6,NA,5,1,4,1,1,NA,4,1,1,1,3,4,4,1
"10217",11,6,1,3,2,2,4,3,2,4,2,2,4,4,3,2,4
"10212",43,5,1,2,2,4,1,5,5,4,2,4,1,5,4,4,1
"10210",43,5,1,5,3,3,1,1,3,5,3,3,1,3,4,3,1
"10216",11,5,1,1,3,4,1,4,4,4,3,4,1,3,4,4,1
"10217",7,5,1,3,1,3,2,5,3,5,2,3,3,4,4,4,2
"10213",23,4,1,3,3,5,1,1,5,5,1,5,1,5,5,5,1
"10212",39,4,1,2,2,2,2,1,5,4,3,2,4,3,2,2,1
"10219",7,4,NA,3,5,5,1,3,NA,4,2,4,2,5,4,4,1
"10216",7,4,2,1,1,4,1,5,4,5,2,5,2,3,5,5,1
"10217",3,4,NA,5,1,2,3,1,NA,5,4,1,3,5,4,2,3
"10213",19,3,NA,5,5,5,1,1,NA,3,2,5,2,5,4,5,1
"10216",3,3,NA,5,4,5,1,1,NA,5,1,5,1,5,5,5,1
"10210",35,3,NA,5,1,5,1,1,NA,5,1,5,1,3,4,5,1
"10212",35,3,NA,5,1,5,1,1,NA,5,1,4,1,4,4,5,1
"10213",15,2,1,3,1,3,1,1,5,5,2,5,2,5,5,5,1
"10212",31,2,1,2,2,4,1,3,5,4,1,3,2,3,3,4,2
"10208",59,1,1,4,1,5,1,2,3,4,1,4,1,3,4,4,1
"10213",11,1,NA,3,1,5,1,3,NA,5,1,5,1,5,5,5,1
"10212",27,1,NA,5,2,2,1,1,NA,3,2,2,3,3,3,2,1
"10212",23,7,1,4,3,5,1,1,4,4,1,4,2,4,4,4,2
"10213",7,7,1,3,3,5,1,3,4,3,1,5,1,5,5,5,1
"10208",55,7,1,3,4,5,1,4,4,4,2,5,2,3,4,5,1
"10213",3,6,1,3,3,5,1,3,5,3,1,5,1,5,5,5,1
"10212",19,6,1,1,2,5,1,4,4,4,1,4,2,5,5,4,1
"10208",51,6,2,4,4,3,1,2,5,3,3,3,2,3,4,3,1
"10208",47,5,NA,2,3,5,1,5,NA,4,2,5,2,3,4,4,1
"10210",11,4,NA,5,5,5,3,1,NA,5,3,3,3,1,4,3,1
"10212",11,4,NA,5,2,4,1,1,NA,5,1,5,2,4,5,4,1
"10208",39,3,2,4,2,3,2,2,3,4,3,3,3,3,4,3,1
"10212",7,3,1,4,1,2,2,2,5,5,3,3,3,4,4,3,3
