"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","authentic","SE","Happy","Lonely","day","real_order","SID2"
"8",0,-1.15384615384615,-1.53846153846154,-0.480769230769231,-0.653846153846154,0.557692307692307,0.1,1,-0.980769230769231,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,9,3,7
"8",NA,0.846153846153846,1.46153846153846,-0.480769230769231,-0.653846153846154,-1.44230769230769,NA,-1,-0.980769230769231,-0.807692307692307,0.134615384615385,-0.0192307692307692,-0.480769230769231,29,3,7
"8",0,0.846153846153846,-0.538461538461538,-0.480769230769231,-0.653846153846154,0.557692307692307,0.1,1,0.0192307692307692,1.19230769230769,0.134615384615385,0.980769230769231,-0.480769230769231,21,3,7
"8",NA,-1.15384615384615,-1.53846153846154,-1.48076923076923,-0.653846153846154,0.557692307692307,NA,1,-0.980769230769231,0.192307692307693,1.13461538461538,-0.0192307692307692,-0.480769230769231,17,3,7
"8",NA,0.846153846153846,-1.53846153846154,-0.480769230769231,0.346153846153846,-0.442307692307693,NA,1,1.01923076923077,-0.807692307692307,0.134615384615385,-0.0192307692307692,-0.480769230769231,29,2,7
"8",NA,0.846153846153846,1.46153846153846,-1.48076923076923,0.346153846153846,-1.44230769230769,NA,-2,1.01923076923077,-0.807692307692307,0.134615384615385,-0.0192307692307692,0.519230769230769,45,2,7
"8",0,-2.15384615384615,-1.53846153846154,0.519230769230769,-0.653846153846154,1.55769230769231,1.1,1,-0.980769230769231,1.19230769230769,1.13461538461538,1.98076923076923,-0.480769230769231,45,2,7
"8",0,-0.153846153846154,-1.53846153846154,-0.480769230769231,1.34615384615385,0.557692307692307,0.1,0,0.0192307692307692,-0.807692307692307,0.134615384615385,-0.0192307692307692,-0.480769230769231,5,2,7
"8",0,-2.15384615384615,0.461538461538462,1.51923076923077,-0.653846153846154,1.55769230769231,1.1,1,-0.980769230769231,0.192307692307693,0.134615384615385,-0.0192307692307692,-0.480769230769231,21,2,7
"8",0,-0.153846153846154,0.461538461538462,-0.480769230769231,1.34615384615385,0.557692307692307,-0.9,-1,1.01923076923077,-0.807692307692307,0.134615384615385,-1.01923076923077,-0.480769230769231,53,2,7
"8",NA,0.846153846153846,1.46153846153846,0.519230769230769,0.346153846153846,-1.44230769230769,NA,-1,1.01923076923077,-0.807692307692307,-1.86538461538462,-0.0192307692307692,0.519230769230769,25,2,7
"8",0,0.846153846153846,-1.53846153846154,-0.480769230769231,-0.653846153846154,-0.442307692307693,-0.9,1,-0.980769230769231,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,29,2,7
"8",0,-2.15384615384615,0.461538461538462,-0.480769230769231,-0.653846153846154,0.557692307692307,0.1,1,1.01923076923077,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,5,2,7
"8",NA,0.846153846153846,2.46153846153846,1.51923076923077,-0.653846153846154,-1.44230769230769,NA,-1,-0.980769230769231,0.192307692307693,0.134615384615385,-0.0192307692307692,-0.480769230769231,25,2,7
"8",0,0.846153846153846,-1.53846153846154,0.519230769230769,-0.653846153846154,0.557692307692307,0.1,1,-0.980769230769231,-0.807692307692307,0.134615384615385,0.980769230769231,-0.480769230769231,17,2,7
"8",NA,0.846153846153846,2.46153846153846,1.51923076923077,-0.653846153846154,-1.44230769230769,NA,-1,-0.980769230769231,0.192307692307693,0.134615384615385,0.980769230769231,-0.480769230769231,5,2,7
"8",0,-0.153846153846154,-1.53846153846154,-0.480769230769231,-0.653846153846154,1.55769230769231,0.1,1,0.0192307692307692,-0.807692307692307,0.134615384615385,-0.0192307692307692,-0.480769230769231,49,2,7
"8",0,-0.153846153846154,-1.53846153846154,-0.480769230769231,0.346153846153846,1.55769230769231,0.1,1,0.0192307692307692,0.192307692307693,0.134615384615385,-0.0192307692307692,0.519230769230769,33,2,7
"8",0,0.846153846153846,-1.53846153846154,-0.480769230769231,-0.653846153846154,0.557692307692307,-0.9,1,1.01923076923077,-0.807692307692307,0.134615384615385,-0.0192307692307692,-0.480769230769231,57,2,7
"8",0,-1.15384615384615,-1.53846153846154,0.519230769230769,-0.653846153846154,2.55769230769231,1.1,1,-0.980769230769231,0.192307692307693,1.13461538461538,1.98076923076923,-0.480769230769231,5,2,7
"8",0,-0.153846153846154,-0.538461538461538,0.519230769230769,0.346153846153846,0.557692307692307,0.1,0,-0.980769230769231,-0.807692307692307,0.134615384615385,0.980769230769231,-0.480769230769231,17,2,7
"8",0,-1.15384615384615,-1.53846153846154,0.519230769230769,-0.653846153846154,0.557692307692307,-0.9,1,1.01923076923077,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,53,2,7
"8",NA,0.846153846153846,2.46153846153846,-0.480769230769231,1.34615384615385,-1.44230769230769,NA,-2,0.0192307692307692,1.19230769230769,-0.865384615384615,-1.01923076923077,1.51923076923077,33,2,7
"8",0,-3.15384615384615,-1.53846153846154,-0.480769230769231,1.34615384615385,0.557692307692307,0.1,0,0.0192307692307692,1.19230769230769,-0.865384615384615,-0.0192307692307692,0.519230769230769,49,2,7
"8",NA,-1.15384615384615,2.46153846153846,-0.480769230769231,1.34615384615385,-1.44230769230769,NA,-2,1.01923076923077,-0.807692307692307,-0.865384615384615,-1.01923076923077,1.51923076923077,53,2,7
"8",0,-1.15384615384615,-0.538461538461538,-0.480769230769231,-0.653846153846154,-0.442307692307693,0.1,1,1.01923076923077,-0.807692307692307,0.134615384615385,-0.0192307692307692,-0.480769230769231,49,1,7
"8",0,0.846153846153846,-1.53846153846154,-0.480769230769231,-0.653846153846154,-1.44230769230769,0.1,1,0.0192307692307692,-0.807692307692307,0.134615384615385,-1.01923076923077,-0.480769230769231,13,1,7
"8",NA,0.846153846153846,0.461538461538462,-0.480769230769231,-0.653846153846154,0.557692307692307,NA,1,1.01923076923077,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,17,1,7
"8",NA,0.846153846153846,2.46153846153846,1.51923076923077,0.346153846153846,0.557692307692307,NA,-1,-0.980769230769231,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,13,1,7
"8",0,0.846153846153846,-1.53846153846154,-0.480769230769231,-0.653846153846154,-1.44230769230769,0.1,1,0.0192307692307692,-0.807692307692307,0.134615384615385,-0.0192307692307692,-0.480769230769231,41,1,7
"8",0,0.846153846153846,-1.53846153846154,-0.480769230769231,-0.653846153846154,0.557692307692307,0.1,1,1.01923076923077,0.192307692307693,0.134615384615385,-0.0192307692307692,-0.480769230769231,21,1,7
"8",0,0.846153846153846,-1.53846153846154,0.519230769230769,-0.653846153846154,0.557692307692307,0.1,1,-0.980769230769231,0.192307692307693,0.134615384615385,-0.0192307692307692,-0.480769230769231,29,1,7
"8",NA,0.846153846153846,1.46153846153846,0.519230769230769,0.346153846153846,-1.44230769230769,NA,-2,0.0192307692307692,0.192307692307693,-0.865384615384615,-0.0192307692307692,-0.480769230769231,45,1,7
"8",NA,0.846153846153846,1.46153846153846,0.519230769230769,1.34615384615385,-0.442307692307693,NA,-2,1.01923076923077,0.192307692307693,-0.865384615384615,-0.0192307692307692,1.51923076923077,41,1,7
"8",0,0.846153846153846,0.461538461538462,0.519230769230769,0.346153846153846,0.557692307692307,-0.9,1,1.01923076923077,-1.80769230769231,-0.865384615384615,-0.0192307692307692,-0.480769230769231,17,1,7
"8",NA,0.846153846153846,2.46153846153846,-0.480769230769231,1.34615384615385,-1.44230769230769,NA,-2,1.01923076923077,-0.807692307692307,-0.865384615384615,-1.01923076923077,1.51923076923077,13,1,7
"8",0,-0.153846153846154,-1.53846153846154,-0.480769230769231,0.346153846153846,0.557692307692307,0.1,1,-0.980769230769231,0.192307692307693,0.134615384615385,-0.0192307692307692,1.51923076923077,25,1,7
"8",NA,0.846153846153846,1.46153846153846,-0.480769230769231,2.34615384615385,-1.44230769230769,NA,-1,1.01923076923077,-0.807692307692307,-0.865384615384615,-1.01923076923077,3.51923076923077,13,1,7
"8",NA,0.846153846153846,0.461538461538462,-0.480769230769231,-0.653846153846154,0.557692307692307,NA,-1,0.0192307692307692,0.192307692307693,0.134615384615385,-0.0192307692307692,-0.480769230769231,49,1,7
"8",0,0.846153846153846,-1.53846153846154,-1.48076923076923,-0.653846153846154,-1.44230769230769,0.1,0,1.01923076923077,-0.807692307692307,-0.865384615384615,-1.01923076923077,-0.480769230769231,49,1,7
"8",0,-0.153846153846154,2.46153846153846,1.51923076923077,-0.653846153846154,0.557692307692307,0.1,1,-0.980769230769231,0.192307692307693,0.134615384615385,-0.0192307692307692,-0.480769230769231,53,1,7
"8",NA,0.846153846153846,1.46153846153846,0.519230769230769,-0.653846153846154,0.557692307692307,NA,-1,-0.980769230769231,1.19230769230769,0.134615384615385,-0.0192307692307692,0.519230769230769,21,1,7
"8",0,-1.15384615384615,-1.53846153846154,-0.480769230769231,-0.653846153846154,1.55769230769231,0.1,1,0.0192307692307692,-0.807692307692307,0.134615384615385,-0.0192307692307692,-0.480769230769231,41,1,7
"8",NA,0.846153846153846,-0.538461538461538,0.519230769230769,0.346153846153846,-1.44230769230769,NA,0,0.0192307692307692,0.192307692307693,1.13461538461538,-0.0192307692307692,-0.480769230769231,25,1,7
"8",NA,0.846153846153846,2.46153846153846,1.51923076923077,-0.653846153846154,0.557692307692307,NA,-1,-0.980769230769231,0.192307692307693,0.134615384615385,-0.0192307692307692,0.519230769230769,13,1,7
"8",0,-1.15384615384615,-0.538461538461538,0.519230769230769,-0.653846153846154,1.55769230769231,-0.9,0,-0.980769230769231,1.19230769230769,1.13461538461538,0.980769230769231,-0.480769230769231,17,1,7
"8",0,-3.15384615384615,0.461538461538462,-0.480769230769231,1.34615384615385,0.557692307692307,0.1,-2,1.01923076923077,-0.807692307692307,-0.865384615384615,-0.0192307692307692,-0.480769230769231,29,1,7
"8",NA,0.846153846153846,2.46153846153846,0.519230769230769,1.34615384615385,-1.44230769230769,NA,-2,1.01923076923077,-0.807692307692307,-0.865384615384615,-0.0192307692307692,0.519230769230769,37,1,7
"8",NA,0.846153846153846,1.46153846153846,0.519230769230769,2.34615384615385,-0.442307692307693,NA,-1,0.0192307692307692,1.19230769230769,0.134615384615385,-1.01923076923077,3.51923076923077,29,1,7
"8",0,-0.153846153846154,-1.53846153846154,-0.480769230769231,-0.653846153846154,0.557692307692307,-0.9,1,0.0192307692307692,1.19230769230769,0.134615384615385,-0.0192307692307692,-0.480769230769231,9,1,7
"11",-0.04,-0.107142857142857,-0.892857142857143,-0.214285714285714,-0.107142857142857,0.428571428571428,-0.68,1.25,-1.07142857142857,-0.464285714285714,-0.214285714285714,1,-0.428571428571429,9,7,9
"11",-0.04,-1.10714285714286,-0.892857142857143,0.785714285714286,-0.107142857142857,-0.571428571428572,0.32,1.25,-0.0714285714285716,1.53571428571429,0.785714285714286,1,-0.428571428571429,21,7,9
"11",-0.04,-0.107142857142857,0.107142857142857,-0.214285714285714,-0.107142857142857,-1.57142857142857,-0.68,0.25,-0.0714285714285716,-0.464285714285714,-0.214285714285714,0,0.571428571428571,9,7,9
"11",-0.04,0.892857142857143,-0.892857142857143,-0.214285714285714,-0.107142857142857,-0.571428571428572,-1.68,-1.75,0.928571428571428,0.535714285714286,-0.214285714285714,-1,0.571428571428571,9,7,9
"11",-0.04,-0.107142857142857,1.10714285714286,0.785714285714286,0.892857142857143,0.428571428571428,1.32,1.25,-0.0714285714285716,0.535714285714286,-0.214285714285714,0,0.571428571428571,45,7,9
"11",-0.04,0.892857142857143,-0.892857142857143,-1.21428571428571,-0.107142857142857,-1.57142857142857,-1.68,0.25,-1.07142857142857,0.535714285714286,-0.214285714285714,-1,-0.428571428571429,13,7,9
"11",-0.04,-0.107142857142857,0.107142857142857,0.785714285714286,-0.107142857142857,0.428571428571428,0.32,-1.75,-1.07142857142857,0.535714285714286,1.78571428571429,2,-0.428571428571429,45,7,9
"11",-0.04,0.892857142857143,1.10714285714286,-0.214285714285714,-0.107142857142857,-0.571428571428572,-1.68,0.25,1.92857142857143,-0.464285714285714,-1.21428571428571,0,-0.428571428571429,41,7,9
"11",-0.04,-0.107142857142857,-0.892857142857143,-0.214285714285714,-0.107142857142857,0.428571428571428,0.32,0.25,-1.07142857142857,-0.464285714285714,-0.214285714285714,-1,-0.428571428571429,9,7,9
"11",-0.04,-0.107142857142857,0.107142857142857,-0.214285714285714,-0.107142857142857,0.428571428571428,0.32,-1.75,-1.07142857142857,0.535714285714286,0.785714285714286,1,-0.428571428571429,17,7,9
"11",-0.04,0.892857142857143,-0.892857142857143,-2.21428571428571,-0.107142857142857,0.428571428571428,-0.68,1.25,1.92857142857143,-0.464285714285714,-0.214285714285714,-2,1.57142857142857,9,7,9
"11",-0.04,-1.10714285714286,0.107142857142857,-0.214285714285714,0.892857142857143,1.42857142857143,1.32,0.25,0.928571428571428,0.535714285714286,-0.214285714285714,0,0.571428571428571,9,7,9
"11",-0.04,-1.10714285714286,0.107142857142857,0.785714285714286,-0.107142857142857,1.42857142857143,0.32,0.25,-1.07142857142857,1.53571428571429,-0.214285714285714,1,-0.428571428571429,13,7,9
"11",-0.04,0.892857142857143,0.107142857142857,0.785714285714286,-0.107142857142857,-1.57142857142857,-0.68,1.25,0.928571428571428,1.53571428571429,-0.214285714285714,-1,-0.428571428571429,9,7,9
"11",-0.04,-0.107142857142857,-0.892857142857143,-0.214285714285714,-0.107142857142857,-1.57142857142857,-0.68,-1.75,-1.07142857142857,-2.46428571428571,-0.214285714285714,0,-0.428571428571429,37,7,9
"11",-0.04,-1.10714285714286,0.107142857142857,-0.214285714285714,-0.107142857142857,0.428571428571428,1.32,0.25,-1.07142857142857,0.535714285714286,-0.214285714285714,0,-0.428571428571429,49,7,9
"11",NA,1.89285714285714,2.10714285714286,1.78571428571429,-0.107142857142857,-1.57142857142857,NA,-1.75,-1.07142857142857,-2.46428571428571,-0.214285714285714,0,0.571428571428571,5,7,9
"11",-0.04,-1.10714285714286,-0.892857142857143,-0.214285714285714,-0.107142857142857,0.428571428571428,0.32,1.25,-0.0714285714285716,0.535714285714286,-0.214285714285714,0,-0.428571428571429,33,6,9
"11",NA,1.89285714285714,0.107142857142857,-0.214285714285714,-0.107142857142857,-1.57142857142857,NA,0.25,0.928571428571428,-0.464285714285714,-0.214285714285714,-1,1.57142857142857,37,6,9
"11",0.96,-1.10714285714286,0.107142857142857,1.78571428571429,-0.107142857142857,1.42857142857143,0.32,-1.75,-0.0714285714285716,0.535714285714286,0.785714285714286,1,-0.428571428571429,17,6,9
"11",NA,1.89285714285714,0.107142857142857,-0.214285714285714,0.892857142857143,-1.57142857142857,NA,-1.75,1.92857142857143,-2.46428571428571,-1.21428571428571,-1,-0.428571428571429,33,6,9
"11",-0.04,0.892857142857143,-0.892857142857143,-1.21428571428571,-0.107142857142857,-0.571428571428572,0.32,0.25,0.928571428571428,0.535714285714286,-0.214285714285714,0,-0.428571428571429,21,6,9
"11",-0.04,-1.10714285714286,2.10714285714286,0.785714285714286,-0.107142857142857,0.428571428571428,-0.68,0.25,-1.07142857142857,-0.464285714285714,-0.214285714285714,1,-0.428571428571429,9,6,9
"11",-0.04,-0.107142857142857,0.107142857142857,-0.214285714285714,-0.107142857142857,1.42857142857143,1.32,1.25,0.928571428571428,-0.464285714285714,1.78571428571429,1,0.571428571428571,29,6,9
"11",-0.04,-0.107142857142857,1.10714285714286,-0.214285714285714,-0.107142857142857,-0.571428571428572,0.32,0.25,-0.0714285714285716,0.535714285714286,-0.214285714285714,0,0.571428571428571,41,6,9
"11",-0.04,-1.10714285714286,-0.892857142857143,-1.21428571428571,-0.107142857142857,1.42857142857143,0.32,-1.75,-1.07142857142857,-0.464285714285714,-0.214285714285714,0,-0.428571428571429,9,6,9
"11",-0.04,-1.10714285714286,0.107142857142857,0.785714285714286,-0.107142857142857,2.42857142857143,0.32,0.25,-0.0714285714285716,-0.464285714285714,0.785714285714286,0,-0.428571428571429,13,6,9
"11",-0.04,-0.107142857142857,0.107142857142857,-0.214285714285714,-0.107142857142857,0.428571428571428,0.32,2.25,0.928571428571428,1.53571428571429,-0.214285714285714,-1,0.571428571428571,33,6,9
"12",0.15,-1.03846153846154,-0.769230769230769,1.76923076923077,-0.846153846153846,0.884615384615385,0.5,0.230769230769231,-1.34615384615385,0.884615384615385,2.19230769230769,1.84615384615385,-1,5,6,10
"12",0.15,-1.03846153846154,0.230769230769231,0.769230769230769,1.15384615384615,-0.115384615384615,-0.5,0.230769230769231,-0.346153846153846,0.884615384615385,-0.807692307692307,-0.153846153846154,-1,5,6,10
"12",0.15,-1.03846153846154,-0.769230769230769,0.769230769230769,-0.846153846153846,0.884615384615385,-0.5,0.230769230769231,-0.346153846153846,0.884615384615385,0.192307692307693,0.846153846153846,-1,17,6,10
"12",NA,1.96153846153846,1.23076923076923,-0.230769230769231,1.15384615384615,-1.11538461538462,NA,-0.769230769230769,0.653846153846154,-0.115384615384615,-0.807692307692307,-1.15384615384615,2,13,6,10
"12",NA,1.96153846153846,-0.769230769230769,-0.230769230769231,0.153846153846154,-1.11538461538462,NA,-0.769230769230769,-0.346153846153846,-0.115384615384615,0.192307692307693,-0.153846153846154,0,37,5,10
"12",0.15,-1.03846153846154,-0.769230769230769,1.76923076923077,-1.84615384615385,-0.115384615384615,0.5,0.230769230769231,-0.346153846153846,0.884615384615385,2.19230769230769,1.84615384615385,-1,25,5,10
"12",0.15,-0.0384615384615383,-0.769230769230769,-0.230769230769231,-0.846153846153846,-0.115384615384615,0.5,0.230769230769231,-0.346153846153846,-0.115384615384615,0.192307692307693,-0.153846153846154,0,25,5,10
"12",0.15,-1.03846153846154,-0.769230769230769,0.769230769230769,0.153846153846154,0.884615384615385,0.5,0.230769230769231,0.653846153846154,0.884615384615385,0.192307692307693,0.846153846153846,-1,25,5,10
"12",0.15,-1.03846153846154,-0.769230769230769,-0.230769230769231,0.153846153846154,0.884615384615385,0.5,0.230769230769231,-0.346153846153846,-1.11538461538461,0.192307692307693,-0.153846153846154,0,57,5,10
"12",NA,1.96153846153846,1.23076923076923,-1.23076923076923,1.15384615384615,-1.11538461538462,NA,-0.769230769230769,0.653846153846154,-0.115384615384615,-1.80769230769231,-1.15384615384615,2,33,5,10
"12",-0.85,0.961538461538462,-0.769230769230769,-0.230769230769231,-0.846153846153846,-0.115384615384615,0.5,1.23076923076923,-0.346153846153846,-0.115384615384615,0.192307692307693,0.846153846153846,0,5,5,10
"12",0.15,-1.03846153846154,-0.769230769230769,-0.230769230769231,-0.846153846153846,0.884615384615385,-0.5,0.230769230769231,0.653846153846154,0.884615384615385,0.192307692307693,0.846153846153846,-1,37,5,10
"12",NA,1.96153846153846,-0.769230769230769,-0.230769230769231,-0.846153846153846,-1.11538461538462,NA,0.230769230769231,0.653846153846154,0.884615384615385,0.192307692307693,0.846153846153846,0,5,5,10
"12",0.15,-1.03846153846154,-0.769230769230769,-0.230769230769231,-0.846153846153846,0.884615384615385,-0.5,0.230769230769231,-0.346153846153846,-0.115384615384615,0.192307692307693,-0.153846153846154,-1,37,5,10
"12",-0.85,0.961538461538462,-0.769230769230769,-1.23076923076923,1.15384615384615,0.884615384615385,0.5,0.230769230769231,0.653846153846154,-0.115384615384615,-0.807692307692307,-1.15384615384615,0,13,5,10
"12",0.15,-1.03846153846154,1.23076923076923,0.769230769230769,0.153846153846154,0.884615384615385,-0.5,0.230769230769231,-0.346153846153846,-1.11538461538461,0.192307692307693,-0.153846153846154,0,41,5,10
"12",-0.85,0.961538461538462,0.230769230769231,-1.23076923076923,1.15384615384615,-1.11538461538462,1.5,-0.769230769230769,-0.346153846153846,-1.11538461538461,-0.807692307692307,-1.15384615384615,0,33,5,10
"12",0.15,-1.03846153846154,1.23076923076923,-0.230769230769231,-0.846153846153846,-0.115384615384615,-1.5,0.230769230769231,-0.346153846153846,-0.115384615384615,0.192307692307693,-0.153846153846154,0,5,5,10
"12",1.15,-0.0384615384615383,0.230769230769231,0.769230769230769,-0.846153846153846,-0.115384615384615,-0.5,0.230769230769231,-0.346153846153846,-0.115384615384615,1.19230769230769,0.846153846153846,-1,13,5,10
"12",NA,-0.0384615384615383,1.23076923076923,-2.23076923076923,2.15384615384615,-2.11538461538462,NA,-1.76923076923077,2.65384615384615,0.884615384615385,-1.80769230769231,-2.15384615384615,2,29,5,10
"12",0.15,-2.03846153846154,-0.769230769230769,1.76923076923077,-1.84615384615385,1.88461538461538,0.5,0.230769230769231,-0.346153846153846,0.884615384615385,2.19230769230769,1.84615384615385,-1,57,5,10
"12",0.15,-1.03846153846154,0.230769230769231,0.769230769230769,-0.846153846153846,1.88461538461538,-0.5,0.230769230769231,-0.346153846153846,-0.115384615384615,0.192307692307693,0.846153846153846,0,5,5,10
"12",0.15,0.961538461538462,1.23076923076923,-0.230769230769231,2.15384615384615,-1.11538461538462,-0.5,-0.769230769230769,0.653846153846154,-2.11538461538461,-1.80769230769231,-1.15384615384615,1,9,5,10
"12",0.15,-1.03846153846154,0.230769230769231,-1.23076923076923,-0.846153846153846,0.884615384615385,-0.5,0.230769230769231,-0.346153846153846,-0.115384615384615,0.192307692307693,0.846153846153846,0,17,5,10
