"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","authentic","SE","Happy","Lonely","day","real_order","SID2"
"44",1.39024390243902,-1.24390243902439,-0.439024390243902,-0.48780487804878,-0.390243902439024,1.21951219512195,-0.0731707317073171,0.146341463414634,0.560975609756098,0.170731707317073,0.268292682926829,0.317073170731707,-0.439024390243902,53,2,26
"44",0.390243902439024,0.75609756097561,-1.4390243902439,-1.48780487804878,-0.390243902439024,0.219512195121951,0.926829268292683,0.146341463414634,0.560975609756098,-0.829268292682927,-0.731707317073171,-0.682926829268293,-0.439024390243902,13,2,26
"44",-0.609756097560976,0.75609756097561,-1.4390243902439,-0.48780487804878,-0.390243902439024,-0.780487804878049,-0.0731707317073171,0.146341463414634,0.560975609756098,0.170731707317073,-0.731707317073171,-0.682926829268293,-0.439024390243902,33,2,26
"44",1.39024390243902,-0.24390243902439,-0.439024390243902,-0.48780487804878,0.609756097560976,0.219512195121951,-0.0731707317073171,-0.853658536585366,0.560975609756098,0.170731707317073,-0.731707317073171,-0.682926829268293,-0.439024390243902,21,2,26
"44",-0.609756097560976,-1.24390243902439,-0.439024390243902,0.51219512195122,-0.390243902439024,1.21951219512195,0.926829268292683,0.146341463414634,-0.439024390243902,0.170731707317073,0.268292682926829,0.317073170731707,-0.439024390243902,21,2,26
"44",0.390243902439024,-0.24390243902439,0.560975609756098,0.51219512195122,-0.390243902439024,0.219512195121951,0.926829268292683,0.146341463414634,-1.4390243902439,-0.829268292682927,0.268292682926829,0.317073170731707,-0.439024390243902,53,2,26
"44",-0.609756097560976,1.75609756097561,-0.439024390243902,-0.48780487804878,-0.390243902439024,-1.78048780487805,-2.07317073170732,0.146341463414634,-0.439024390243902,-0.829268292682927,0.268292682926829,-0.682926829268293,-0.439024390243902,21,2,26
"44",1.39024390243902,-0.24390243902439,1.5609756097561,-0.48780487804878,-0.390243902439024,0.219512195121951,-0.0731707317073171,0.146341463414634,1.5609756097561,0.170731707317073,0.268292682926829,-0.682926829268293,-0.439024390243902,41,1,26
"44",-0.609756097560976,-0.24390243902439,-0.439024390243902,0.51219512195122,-0.390243902439024,-1.78048780487805,-1.07317073170732,0.146341463414634,-0.439024390243902,1.17073170731707,0.268292682926829,0.317073170731707,-0.439024390243902,57,1,26
"45",0.325,-0.931818181818182,-0.545454545454545,0.818181818181818,-1.02272727272727,-0.0227272727272729,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090908,0.75,-0.295454545454545,-0.886363636363636,29,1,27
"45",0.325,2.06818181818182,-1.54545454545455,-2.18181818181818,1.97727272727273,-2.02272727272727,-1.63414634146341,0.113636363636364,1.18181818181818,0.909090909090909,-1.25,-1.29545454545455,1.11363636363636,21,1,27
"45",0.325,0.0681818181818183,0.454545454545455,0.818181818181818,-0.0227272727272729,-0.0227272727272729,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090908,-0.25,0.704545454545455,0.113636363636364,9,1,27
"45",NA,2.06818181818182,2.45454545454545,1.81818181818182,-0.0227272727272729,-2.02272727272727,NA,0.113636363636364,-0.818181818181818,-0.0909090909090908,-0.25,-0.295454545454545,2.11363636363636,17,1,27
"45",0.325,1.06818181818182,0.454545454545455,-1.18181818181818,1.97727272727273,-1.02272727272727,-1.63414634146341,-1.88636363636364,2.18181818181818,-0.0909090909090908,-1.25,-1.29545454545455,1.11363636363636,49,1,27
"45",0.325,0.0681818181818183,-0.545454545454545,-1.18181818181818,0.977272727272727,-1.02272727272727,-0.634146341463415,0.113636363636364,2.18181818181818,-0.0909090909090908,-0.25,-1.29545454545455,0.113636363636364,57,1,27
"45",-0.675,-0.931818181818182,-0.545454545454545,-1.18181818181818,-0.0227272727272729,0.977272727272727,0.365853658536585,0.113636363636364,1.18181818181818,-0.0909090909090908,0.75,-0.295454545454545,-0.886363636363636,29,1,27
"45",0.325,0.0681818181818183,-1.54545454545455,-2.18181818181818,-0.0227272727272729,-0.0227272727272729,-1.63414634146341,0.113636363636364,2.18181818181818,-1.09090909090909,-0.25,-1.29545454545455,0.113636363636364,17,1,27
"45",-0.675,2.06818181818182,-0.545454545454545,-0.181818181818182,0.977272727272727,-1.02272727272727,-0.634146341463415,0.113636363636364,0.181818181818182,0.909090909090909,-0.25,-1.29545454545455,1.11363636363636,17,1,27
"45",-0.675,-1.93181818181818,-1.54545454545455,-0.181818181818182,-1.02272727272727,0.977272727272727,0.365853658536585,1.11363636363636,0.181818181818182,0.909090909090909,0.75,1.70454545454545,-0.886363636363636,57,1,27
"45",0.325,0.0681818181818183,0.454545454545455,-0.181818181818182,0.977272727272727,-0.0227272727272729,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090908,-0.25,-0.295454545454545,0.113636363636364,17,1,27
"45",0.325,0.0681818181818183,-0.545454545454545,0.818181818181818,-1.02272727272727,-0.0227272727272729,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090908,0.75,0.704545454545455,0.113636363636364,17,1,27
"45",0.325,0.0681818181818183,2.45454545454545,1.81818181818182,-0.0227272727272729,0.977272727272727,0.365853658536585,-0.886363636363636,-1.81818181818182,-0.0909090909090908,-0.25,0.704545454545455,-0.886363636363636,9,1,27
"45",0.325,-0.931818181818182,0.454545454545455,0.818181818181818,-0.0227272727272729,0.977272727272727,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090908,0.75,0.704545454545455,0.113636363636364,45,1,27
"45",-0.675,-1.93181818181818,1.45454545454545,1.81818181818182,-1.02272727272727,0.977272727272727,0.365853658536585,0.113636363636364,-1.81818181818182,-0.0909090909090908,0.75,1.70454545454545,-0.886363636363636,49,1,27
"45",0.325,-0.931818181818182,1.45454545454545,-1.18181818181818,-0.0227272727272729,0.977272727272727,0.365853658536585,0.113636363636364,2.18181818181818,-0.0909090909090908,-0.25,0.704545454545455,-0.886363636363636,49,1,27
"45",-0.675,2.06818181818182,-1.54545454545455,-1.18181818181818,0.977272727272727,-2.02272727272727,-0.634146341463415,0.113636363636364,2.18181818181818,-0.0909090909090908,-0.25,-1.29545454545455,1.11363636363636,49,1,27
"45",-0.675,-0.931818181818182,-1.54545454545455,-1.18181818181818,-0.0227272727272729,-0.0227272727272729,0.365853658536585,0.113636363636364,1.18181818181818,-0.0909090909090908,-1.25,-1.29545454545455,0.113636363636364,13,1,27
"45",-0.675,1.06818181818182,1.45454545454545,-0.181818181818182,-0.0227272727272729,-1.02272727272727,-1.63414634146341,-0.886363636363636,-0.818181818181818,-0.0909090909090908,-0.25,-0.295454545454545,1.11363636363636,45,7,27
"45",0.325,1.06818181818182,-0.545454545454545,0.818181818181818,-0.0227272727272729,-0.0227272727272729,0.365853658536585,0.113636363636364,-0.818181818181818,-1.09090909090909,0.75,-0.295454545454545,0.113636363636364,41,7,27
"45",NA,1.06818181818182,-0.545454545454545,-1.18181818181818,-0.0227272727272729,0.977272727272727,0.365853658536585,0.113636363636364,1.18181818181818,-0.0909090909090908,-0.25,-0.295454545454545,-0.886363636363636,5,7,27
"45",0.325,0.0681818181818183,0.454545454545455,1.81818181818182,-1.02272727272727,-0.0227272727272729,0.365853658536585,0.113636363636364,-1.81818181818182,-0.0909090909090908,-0.25,0.704545454545455,1.11363636363636,13,7,27
"45",0.325,-0.931818181818182,1.45454545454545,1.81818181818182,-1.02272727272727,0.977272727272727,0.365853658536585,0.113636363636364,-1.81818181818182,0.909090909090909,-0.25,1.70454545454545,-0.886363636363636,17,7,27
"45",-0.675,-0.931818181818182,0.454545454545455,-0.181818181818182,0.977272727272727,0.977272727272727,0.365853658536585,1.11363636363636,0.181818181818182,0.909090909090909,-0.25,-0.295454545454545,-0.886363636363636,53,7,27
"45",0.325,-0.931818181818182,1.45454545454545,0.818181818181818,-0.0227272727272729,0.977272727272727,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090908,-0.25,-0.295454545454545,0.113636363636364,5,7,27
"45",NA,-1.93181818181818,0.454545454545455,1.81818181818182,-1.02272727272727,-1.02272727272727,NA,0.113636363636364,-1.81818181818182,0.909090909090909,0.75,1.70454545454545,-0.886363636363636,45,7,27
"45",0.325,-1.93181818181818,1.45454545454545,-0.181818181818182,-0.0227272727272729,1.97727272727273,0.365853658536585,0.113636363636364,0.181818181818182,-0.0909090909090908,0.75,-0.295454545454545,-0.886363636363636,13,7,27
"45",0.325,-0.931818181818182,-1.54545454545455,-1.18181818181818,-0.0227272727272729,0.977272727272727,0.365853658536585,0.113636363636364,0.181818181818182,-0.0909090909090908,0.75,-1.29545454545455,-0.886363636363636,9,7,27
"45",0.325,0.0681818181818183,-0.545454545454545,-1.18181818181818,-0.0227272727272729,-0.0227272727272729,0.365853658536585,0.113636363636364,1.18181818181818,-0.0909090909090908,0.75,-1.29545454545455,0.113636363636364,25,7,27
"45",0.325,0.0681818181818183,-1.54545454545455,-1.18181818181818,0.977272727272727,-1.02272727272727,0.365853658536585,0.113636363636364,2.18181818181818,-0.0909090909090908,-2.25,-1.29545454545455,1.11363636363636,53,7,27
"45",0.325,-0.931818181818182,-0.545454545454545,-0.181818181818182,-1.02272727272727,1.97727272727273,0.365853658536585,0.113636363636364,0.181818181818182,-0.0909090909090908,0.75,0.704545454545455,-0.886363636363636,5,7,27
"45",0.325,2.06818181818182,-0.545454545454545,0.818181818181818,-0.0227272727272729,-1.02272727272727,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090908,0.75,0.704545454545455,1.11363636363636,37,7,27
"45",0.325,-1.93181818181818,0.454545454545455,1.81818181818182,-1.02272727272727,1.97727272727273,0.365853658536585,0.113636363636364,-1.81818181818182,-0.0909090909090908,0.75,1.70454545454545,-0.886363636363636,13,7,27
"45",NA,2.06818181818182,0.454545454545455,-0.181818181818182,1.97727272727273,-2.02272727272727,NA,0.113636363636364,0.181818181818182,-1.09090909090909,-1.25,-1.29545454545455,3.11363636363636,33,7,27
"45",0.325,-1.93181818181818,1.45454545454545,1.81818181818182,-0.0227272727272729,0.977272727272727,0.365853658536585,0.113636363636364,-0.818181818181818,-0.0909090909090908,0.75,1.70454545454545,-0.886363636363636,37,7,27
"45",1.325,-0.931818181818182,0.454545454545455,0.818181818181818,-1.02272727272727,1.97727272727273,-0.634146341463415,0.113636363636364,-1.81818181818182,0.909090909090909,0.75,1.70454545454545,-0.886363636363636,41,6,27
"45",-0.675,2.06818181818182,-1.54545454545455,-1.18181818181818,-0.0227272727272729,-2.02272727272727,0.365853658536585,0.113636363636364,0.181818181818182,0.909090909090909,-0.25,-0.295454545454545,1.11363636363636,33,6,27
"45",-0.675,2.06818181818182,-1.54545454545455,-2.18181818181818,0.977272727272727,-2.02272727272727,0.365853658536585,0.113636363636364,2.18181818181818,-0.0909090909090908,-0.25,-1.29545454545455,1.11363636363636,33,6,27
"45",-0.675,2.06818181818182,-1.54545454545455,-0.181818181818182,-0.0227272727272729,-2.02272727272727,-1.63414634146341,0.113636363636364,0.181818181818182,0.909090909090909,0.75,-0.295454545454545,0.113636363636364,49,6,27
"45",0.325,0.0681818181818183,-1.54545454545455,-2.18181818181818,1.97727272727273,-0.0227272727272729,-0.634146341463415,-0.886363636363636,2.18181818181818,-0.0909090909090908,-2.25,-1.29545454545455,0.113636363636364,37,6,27
"45",-0.675,-1.93181818181818,2.45454545454545,0.818181818181818,-1.02272727272727,0.977272727272727,0.365853658536585,-0.886363636363636,-0.818181818181818,-0.0909090909090908,0.75,0.704545454545455,-0.886363636363636,13,6,27
"45",0.325,-0.931818181818182,-1.54545454545455,0.818181818181818,-1.02272727272727,0.977272727272727,0.365853658536585,0.113636363636364,-1.81818181818182,-1.09090909090909,0.75,1.70454545454545,-0.886363636363636,9,6,27
"45",-0.675,0.0681818181818183,2.45454545454545,0.818181818181818,-1.02272727272727,-0.0227272727272729,1.36585365853659,-0.886363636363636,-0.818181818181818,-1.09090909090909,-0.25,0.704545454545455,-0.886363636363636,9,6,27
"45",-0.675,1.06818181818182,-0.545454545454545,-0.181818181818182,-1.02272727272727,-0.0227272727272729,-0.634146341463415,0.113636363636364,0.181818181818182,-0.0909090909090908,-0.25,-0.295454545454545,-0.886363636363636,9,6,27
"46",NA,-0.117647058823529,0.470588235294118,0.705882352941177,-0.647058823529412,-0.0588235294117645,NA,-0.764705882352941,-0.705882352941177,-0.117647058823529,-0.0588235294117645,0.470588235294118,-0.294117647058823,33,6,28
"46",NA,0.882352941176471,0.470588235294118,0.705882352941177,0.352941176470588,-1.05882352941176,NA,0.235294117647059,0.294117647058823,-0.117647058823529,-0.0588235294117645,-0.529411764705882,0.705882352941177,41,6,28
"46",NA,0.882352941176471,-0.529411764705882,-0.294117647058823,0.352941176470588,-1.05882352941176,NA,0.235294117647059,0.294117647058823,-0.117647058823529,-0.0588235294117645,-0.529411764705882,0.705882352941177,13,6,28
"46",NA,0.882352941176471,0.470588235294118,-0.294117647058823,0.352941176470588,-0.0588235294117645,NA,-0.764705882352941,0.294117647058823,-0.117647058823529,-0.0588235294117645,-0.529411764705882,-0.294117647058823,49,6,28
"46",-0.285714285714286,-0.117647058823529,0.470588235294118,-0.294117647058823,1.35294117647059,-0.0588235294117645,-0.428571428571429,-0.764705882352941,-1.70588235294118,-1.11764705882353,-0.0588235294117645,-0.529411764705882,-0.294117647058823,9,6,28
"46",NA,0.882352941176471,-0.529411764705882,-0.294117647058823,0.352941176470588,-1.05882352941176,NA,0.235294117647059,0.294117647058823,-0.117647058823529,-0.0588235294117645,0.470588235294118,-0.294117647058823,5,5,28
"46",NA,1.88235294117647,-0.529411764705882,-0.294117647058823,1.35294117647059,-1.05882352941176,NA,0.235294117647059,1.29411764705882,-0.117647058823529,-0.0588235294117645,-0.529411764705882,1.70588235294118,29,5,28
"46",NA,1.88235294117647,0.470588235294118,-0.294117647058823,0.352941176470588,-1.05882352941176,NA,-0.764705882352941,0.294117647058823,-1.11764705882353,-0.0588235294117645,-0.529411764705882,0.705882352941177,29,5,28
"46",NA,-0.117647058823529,0.470588235294118,-0.294117647058823,-0.647058823529412,-1.05882352941176,NA,0.235294117647059,-0.705882352941177,0.882352941176471,-0.0588235294117645,-0.529411764705882,0.705882352941177,45,5,28
"46",-0.285714285714286,-2.11764705882353,-0.529411764705882,-0.294117647058823,-0.647058823529412,1.94117647058824,-0.428571428571429,0.235294117647059,-0.705882352941177,-0.117647058823529,0.941176470588236,0.470588235294118,-0.294117647058823,37,5,28
"46",0.714285714285714,-1.11764705882353,-0.529411764705882,-0.294117647058823,-0.647058823529412,1.94117647058824,0.571428571428571,0.235294117647059,0.294117647058823,-0.117647058823529,-0.0588235294117645,0.470588235294118,-0.294117647058823,17,5,28
"46",-0.285714285714286,-2.11764705882353,-0.529411764705882,0.705882352941177,-0.647058823529412,1.94117647058824,0.571428571428571,1.23529411764706,-0.705882352941177,0.882352941176471,-0.0588235294117645,1.47058823529412,-0.294117647058823,37,5,28
"46",0.714285714285714,-0.117647058823529,-0.529411764705882,-0.294117647058823,-0.647058823529412,-0.0588235294117645,0.571428571428571,0.235294117647059,0.294117647058823,-0.117647058823529,-0.0588235294117645,0.470588235294118,-0.294117647058823,17,5,28
"46",NA,-0.117647058823529,0.470588235294118,-0.294117647058823,-0.647058823529412,-0.0588235294117645,NA,-0.764705882352941,1.29411764705882,-1.11764705882353,0.941176470588236,0.470588235294118,0.705882352941177,9,5,28
"46",-0.285714285714286,-1.11764705882353,0.470588235294118,1.70588235294118,-0.647058823529412,0.941176470588236,-0.428571428571429,0.235294117647059,-0.705882352941177,0.882352941176471,-0.0588235294117645,0.470588235294118,-1.29411764705882,45,5,28
"46",NA,-0.117647058823529,0.470588235294118,-1.29411764705882,1.35294117647059,-0.0588235294117645,NA,-0.764705882352941,1.29411764705882,0.882352941176471,-1.05882352941176,-0.529411764705882,-0.294117647058823,5,5,28
"46",-0.285714285714286,-0.117647058823529,-0.529411764705882,0.705882352941177,-0.647058823529412,-0.0588235294117645,-0.428571428571429,1.23529411764706,-0.705882352941177,0.882352941176471,-0.0588235294117645,-0.529411764705882,-1.29411764705882,25,5,28
"47",-0.0666666666666667,-0.260869565217391,1.73913043478261,0.478260869565217,-0.652173913043478,0.260869565217391,-0.133333333333333,0,-0.695652173913043,-0.565217391304348,0.130434782608696,0.652173913043478,-0.739130434782609,25,5,29
"47",NA,0.739130434782609,0.739130434782609,0.478260869565217,-0.652173913043478,0.260869565217391,NA,0,0.304347826086957,-0.565217391304348,0.130434782608696,0.652173913043478,-0.739130434782609,5,5,29
"47",NA,1.73913043478261,-1.26086956521739,-1.52173913043478,0.347826086956522,-1.73913043478261,NA,1,1.30434782608696,-0.565217391304348,-0.869565217391304,-1.34782608695652,2.26086956521739,5,5,29
"47",NA,-0.260869565217391,1.73913043478261,0.478260869565217,0.347826086956522,-1.73913043478261,NA,-1,-0.695652173913043,-0.565217391304348,0.130434782608696,-0.347826086956522,1.26086956521739,53,5,29
"47",-0.0666666666666667,0.739130434782609,-0.260869565217391,0.478260869565217,-0.652173913043478,0.260869565217391,-0.133333333333333,0,0.304347826086957,0.434782608695652,0.130434782608696,1.65217391304348,-0.739130434782609,45,5,29
"47",NA,-1.26086956521739,1.73913043478261,1.47826086956522,-0.652173913043478,0.260869565217391,NA,-1,0.304347826086957,-0.565217391304348,0.130434782608696,0.652173913043478,-0.739130434782609,5,5,29
"47",-0.0666666666666667,-1.26086956521739,0.739130434782609,0.478260869565217,-0.652173913043478,1.26086956521739,-0.133333333333333,0,-0.695652173913043,0.434782608695652,0.130434782608696,-0.347826086956522,-0.739130434782609,9,5,29
"47",NA,-1.26086956521739,-0.260869565217391,-0.521739130434783,0.347826086956522,-0.739130434782609,NA,0,1.30434782608696,0.434782608695652,-0.869565217391304,-0.347826086956522,1.26086956521739,13,4,29
"47",-0.0666666666666667,-0.260869565217391,-1.26086956521739,0.478260869565217,-0.652173913043478,1.26086956521739,-0.133333333333333,1,-0.695652173913043,1.43478260869565,1.1304347826087,1.65217391304348,-0.739130434782609,25,4,29
"47",-0.0666666666666667,-1.26086956521739,-1.26086956521739,0.478260869565217,-0.652173913043478,1.26086956521739,0.866666666666667,0,-0.695652173913043,0.434782608695652,1.1304347826087,0.652173913043478,-0.739130434782609,25,4,29
"47",-0.0666666666666667,-1.26086956521739,-1.26086956521739,0.478260869565217,-0.652173913043478,-0.739130434782609,-0.133333333333333,-1,-0.695652173913043,-0.565217391304348,0.130434782608696,0.652173913043478,-0.739130434782609,33,4,29
"47",0.933333333333333,-0.260869565217391,0.739130434782609,1.47826086956522,0.347826086956522,1.26086956521739,-0.133333333333333,0,-0.695652173913043,0.434782608695652,1.1304347826087,0.652173913043478,-0.739130434782609,49,4,29
"47",-0.0666666666666667,-0.260869565217391,-0.260869565217391,-0.521739130434783,-0.652173913043478,1.26086956521739,-0.133333333333333,0,0.304347826086957,0.434782608695652,0.130434782608696,-0.347826086956522,0.260869565217391,21,4,29
"47",NA,1.73913043478261,-1.26086956521739,-1.52173913043478,0.347826086956522,-1.73913043478261,NA,1,1.30434782608696,0.434782608695652,0.130434782608696,-0.347826086956522,1.26086956521739,33,4,29
"47",-0.0666666666666667,-1.26086956521739,0.739130434782609,0.478260869565217,0.347826086956522,1.26086956521739,0.866666666666667,-1,-0.695652173913043,-0.565217391304348,0.130434782608696,-0.347826086956522,-0.739130434782609,53,4,29
"47",-0.0666666666666667,-0.260869565217391,-0.260869565217391,0.478260869565217,1.34782608695652,0.260869565217391,0.866666666666667,0,-0.695652173913043,0.434782608695652,0.130434782608696,-0.347826086956522,-0.739130434782609,29,4,29
"47",NA,0.739130434782609,0.739130434782609,-0.521739130434783,0.347826086956522,-1.73913043478261,NA,-1,-0.695652173913043,-0.565217391304348,-0.869565217391304,-0.347826086956522,2.26086956521739,53,4,29
"47",-0.0666666666666667,-0.260869565217391,0.739130434782609,-0.521739130434783,0.347826086956522,1.26086956521739,0.866666666666667,0,0.304347826086957,-0.565217391304348,0.130434782608696,-0.347826086956522,-0.739130434782609,33,4,29
"47",-0.0666666666666667,1.73913043478261,-1.26086956521739,-1.52173913043478,1.34782608695652,-1.73913043478261,-0.133333333333333,0,0.304347826086957,-0.565217391304348,-0.869565217391304,-1.34782608695652,1.26086956521739,57,4,29
"47",-0.0666666666666667,1.73913043478261,-1.26086956521739,-2.52173913043478,1.34782608695652,-1.73913043478261,-2.13333333333333,0,1.30434782608696,-0.565217391304348,-0.869565217391304,-2.34782608695652,-0.739130434782609,25,4,29
"47",-0.0666666666666667,-1.26086956521739,0.739130434782609,0.478260869565217,-0.652173913043478,1.26086956521739,-0.133333333333333,1,0.304347826086957,0.434782608695652,0.130434782608696,0.652173913043478,-0.739130434782609,5,4,29
"47",NA,0.739130434782609,-0.260869565217391,-0.521739130434783,0.347826086956522,-0.739130434782609,NA,0,0.304347826086957,-0.565217391304348,-0.869565217391304,-0.347826086956522,1.26086956521739,9,4,29
"47",-0.0666666666666667,0.739130434782609,-0.260869565217391,1.47826086956522,-0.652173913043478,1.26086956521739,-0.133333333333333,1,-0.695652173913043,1.43478260869565,0.130434782608696,0.652173913043478,-0.739130434782609,33,4,29
"48",1.5,-0.473684210526316,2.42105263157895,1.42105263157895,-0.210526315789474,0.473684210526316,0.966666666666667,-0.552631578947369,-0.473684210526316,0.210526315789473,0.184210526315789,-0.684210526315789,-0.0789473684210527,17,3,30
"48",NA,0.526315789473684,0.421052631578947,0.421052631578947,-0.210526315789474,-1.52631578947368,NA,0.447368421052631,-0.473684210526316,0.210526315789473,1.18421052631579,1.31578947368421,-0.0789473684210527,37,3,30
"48",-0.5,1.52631578947368,1.42105263157895,-0.578947368421053,-0.210526315789474,-1.52631578947368,-2.03333333333333,-0.552631578947369,1.52631578947368,0.210526315789473,-0.815789473684211,-1.68421052631579,-0.0789473684210527,17,3,30
"48",-0.5,1.52631578947368,2.42105263157895,1.42105263157895,-0.210526315789474,-1.52631578947368,-2.03333333333333,-0.552631578947369,0.526315789473684,0.210526315789473,1.18421052631579,-0.684210526315789,-0.0789473684210527,45,3,30
"48",-0.5,1.52631578947368,1.42105263157895,-0.578947368421053,0.789473684210526,-1.52631578947368,-2.03333333333333,-0.552631578947369,-0.473684210526316,0.210526315789473,0.184210526315789,-0.684210526315789,-0.0789473684210527,21,3,30
"48",-0.5,-0.473684210526316,0.421052631578947,0.421052631578947,-0.210526315789474,-0.526315789473684,-2.03333333333333,-0.552631578947369,-0.473684210526316,-0.789473684210527,-0.815789473684211,-0.684210526315789,-0.0789473684210527,29,3,30
"48",1.5,1.52631578947368,1.42105263157895,0.421052631578947,-0.210526315789474,0.473684210526316,0.966666666666667,-0.552631578947369,-0.473684210526316,-1.78947368421053,-0.815789473684211,0.315789473684211,-0.0789473684210527,49,3,30
"48",NA,-1.47368421052632,-1.57894736842105,1.42105263157895,-0.210526315789474,-1.52631578947368,NA,-0.552631578947369,-0.473684210526316,0.210526315789473,-0.815789473684211,0.315789473684211,-0.0789473684210527,45,3,30
"48",-0.5,1.52631578947368,-0.578947368421053,-0.578947368421053,-0.210526315789474,0.473684210526316,-2.03333333333333,-0.552631578947369,-0.473684210526316,0.210526315789473,-0.815789473684211,-0.684210526315789,-0.0789473684210527,37,3,30
"48",NA,1.52631578947368,2.42105263157895,1.42105263157895,-0.210526315789474,-1.52631578947368,NA,-0.552631578947369,-0.473684210526316,0.210526315789473,-0.815789473684211,-0.684210526315789,-0.0789473684210527,57,3,30
"48",-0.5,0.526315789473684,-1.57894736842105,0.421052631578947,-0.210526315789474,1.47368421052632,-0.0333333333333332,0.447368421052631,-0.473684210526316,0.210526315789473,1.18421052631579,1.31578947368421,-0.0789473684210527,53,3,30
"48",0.5,-1.47368421052632,-1.57894736842105,0.421052631578947,-0.210526315789474,0.473684210526316,-0.0333333333333332,0.447368421052631,0.526315789473684,0.210526315789473,1.18421052631579,0.315789473684211,-0.0789473684210527,57,3,30
"48",NA,0.526315789473684,0.421052631578947,-0.578947368421053,1.78947368421053,-1.52631578947368,NA,-0.552631578947369,3.52631578947368,0.210526315789473,-1.81578947368421,-1.68421052631579,-0.0789473684210527,49,3,30
"48",-0.5,1.52631578947368,0.421052631578947,0.421052631578947,-0.210526315789474,-0.526315789473684,-2.03333333333333,-0.552631578947369,-0.473684210526316,0.210526315789473,-0.815789473684211,-0.684210526315789,-0.0789473684210527,29,3,30
"48",NA,-1.47368421052632,2.42105263157895,-0.578947368421053,-0.210526315789474,-1.52631578947368,NA,1.44736842105263,0.526315789473684,0.210526315789473,-0.815789473684211,-0.684210526315789,-0.0789473684210527,21,3,30
"48",0.5,-0.473684210526316,-1.57894736842105,-1.57894736842105,-0.210526315789474,0.473684210526316,0.966666666666667,1.44736842105263,-0.473684210526316,0.210526315789473,0.184210526315789,1.31578947368421,-0.0789473684210527,21,3,30
"48",0.5,-0.473684210526316,-1.57894736842105,-1.57894736842105,-0.210526315789474,0.473684210526316,-0.0333333333333332,0.447368421052631,-0.473684210526316,0.210526315789473,1.18421052631579,1.31578947368421,-0.0789473684210527,5,3,30
"48",0.5,0.526315789473684,1.42105263157895,1.42105263157895,-0.210526315789474,0.473684210526316,-0.0333333333333332,-0.552631578947369,-0.473684210526316,0.210526315789473,-0.815789473684211,0.315789473684211,-0.0789473684210527,29,3,30
"48",-0.5,1.52631578947368,0.421052631578947,1.42105263157895,-0.210526315789474,-1.52631578947368,-0.0333333333333332,-2.55263157894737,-0.473684210526316,0.210526315789473,-0.815789473684211,-0.684210526315789,-0.0789473684210527,25,3,30
"48",-0.5,0.526315789473684,-0.578947368421053,0.421052631578947,0.789473684210526,0.473684210526316,-0.0333333333333332,-0.552631578947369,-0.473684210526316,0.210526315789473,-0.815789473684211,-0.684210526315789,-0.0789473684210527,29,3,30
"48",NA,1.52631578947368,-1.57894736842105,1.42105263157895,-0.210526315789474,-1.52631578947368,NA,-0.552631578947369,-0.473684210526316,0.210526315789473,-0.815789473684211,-0.684210526315789,-0.0789473684210527,29,2,30
"48",0.5,-2.47368421052632,-1.57894736842105,1.42105263157895,-0.210526315789474,2.47368421052632,1.96666666666667,1.44736842105263,-0.473684210526316,0.210526315789473,1.18421052631579,1.31578947368421,-0.0789473684210527,53,2,30
"48",NA,1.52631578947368,-1.57894736842105,-0.578947368421053,-0.210526315789474,-1.52631578947368,NA,-0.552631578947369,1.52631578947368,0.210526315789473,-0.815789473684211,-0.684210526315789,-0.0789473684210527,17,2,30
"48",-0.5,1.52631578947368,2.42105263157895,1.42105263157895,-0.210526315789474,-1.52631578947368,-2.03333333333333,-0.552631578947369,-0.473684210526316,0.210526315789473,-0.815789473684211,-1.68421052631579,-0.0789473684210527,33,2,30
"48",0.5,-2.47368421052632,-0.578947368421053,-2.57894736842105,-0.210526315789474,2.47368421052632,-0.0333333333333332,-0.552631578947369,0.526315789473684,0.210526315789473,0.184210526315789,1.31578947368421,-0.0789473684210527,13,2,30
"48",0.5,1.52631578947368,1.42105263157895,-1.57894736842105,-0.210526315789474,-1.52631578947368,1.96666666666667,-0.552631578947369,-0.473684210526316,-1.78947368421053,1.18421052631579,-0.684210526315789,-0.0789473684210527,45,2,30
"48",-0.5,-2.47368421052632,-1.57894736842105,-1.57894736842105,-0.210526315789474,2.47368421052632,-0.0333333333333332,1.44736842105263,-0.473684210526316,0.210526315789473,1.18421052631579,1.31578947368421,-0.0789473684210527,17,2,30
"48",-0.5,-1.47368421052632,-1.57894736842105,-0.578947368421053,-0.210526315789474,1.47368421052632,0.966666666666667,0.447368421052631,-0.473684210526316,0.210526315789473,0.184210526315789,1.31578947368421,-0.0789473684210527,53,2,30
"48",-0.5,-0.473684210526316,0.421052631578947,1.42105263157895,-0.210526315789474,0.473684210526316,1.96666666666667,1.44736842105263,-0.473684210526316,0.210526315789473,1.18421052631579,1.31578947368421,-0.0789473684210527,5,2,30
