"SID","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","authentic","SE","Happy","Lonely","day","real_order","pos_emotion","neg_emotion"
"10448",-0.0222222222222222,-2.09615384615385,0.862745098039216,0.0769230769230769,-0.352941176470588,1.25,0.177777777777778,-0.230769230769231,-0.403846153846154,-0.25,0.865384615384615,0.673076923076923,-0.980769230769231,3.71153846153846,-1.88461538461538,0.596728219110175,-1.16063460585027
"10448",-0.0222222222222222,-0.0961538461538461,-1.13725490196078,0.0769230769230769,-0.352941176470588,0.25,0.177777777777778,0.769230769230769,-0.403846153846154,-0.25,-0.134615384615385,-0.326923076923077,-0.980769230769231,-0.28846153846154,-2.88461538461538,-0.403271780889825,-0.160634605850273
"10448",-0.0222222222222222,-1.09615384615385,-0.137254901960784,-0.923076923076923,-0.352941176470588,1.25,0.177777777777778,0.769230769230769,0.596153846153846,-0.25,-0.134615384615385,-0.326923076923077,-0.980769230769231,-4.28846153846154,3.11538461538462,-0.403271780889825,-0.160634605850273
"10448",NA,1.90384615384615,-0.137254901960784,-0.923076923076923,2.64705882352941,-1.75,NA,-0.230769230769231,2.59615384615385,-0.25,-1.13461538461538,-2.32692307692308,3.01923076923077,-8.28846153846154,2.11538461538462,-1.40327178088983,1.83936539414973
"10448",-0.0222222222222222,-2.09615384615385,0.862745098039216,-0.923076923076923,-0.352941176470588,2.25,0.177777777777778,-0.230769230769231,-1.40384615384615,-0.25,0.865384615384615,0.673076923076923,-0.980769230769231,-12.2884615384615,1.11538461538462,0.596728219110175,-1.16063460585027
"10448",-0.0222222222222222,-2.09615384615385,-1.13725490196078,2.07692307692308,-0.352941176470588,2.25,0.177777777777778,-0.230769230769231,-1.40384615384615,0.75,0.865384615384615,0.673076923076923,-0.980769230769231,-16.2884615384615,0.115384615384615,0.596728219110175,-0.160634605850273
"10448",-0.0222222222222222,-1.09615384615385,0.862745098039216,1.07692307692308,-0.352941176470588,1.25,0.177777777777778,-0.230769230769231,-1.40384615384615,0.75,0.865384615384615,0.673076923076923,-0.980769230769231,-20.2884615384615,-0.884615384615385,0.596728219110175,-0.160634605850273
"10448",-0.0222222222222222,-1.09615384615385,-1.13725490196078,0.0769230769230769,-0.352941176470588,-0.75,-0.822222222222222,-0.230769230769231,-1.40384615384615,-0.25,0.865384615384615,0.673076923076923,-0.980769230769231,-24.2884615384615,-1.88461538461538,-1.40327178088983,-0.160634605850273
"10448",-0.0222222222222222,0.903846153846154,-1.13725490196078,-0.923076923076923,0.647058823529412,0.25,-1.82222222222222,-0.230769230769231,0.596153846153846,0.75,-1.13461538461538,-0.326923076923077,0.0192307692307692,-27.2884615384615,-1.88461538461538,-0.403271780889825,1.83936539414973
"10449",-0.205128205128205,-0.25531914893617,1.12765957446809,1.78723404255319,0.638297872340426,0.531914893617021,0.0512820512820513,-0.382978723404255,0,-1.48936170212766,-0.0425531914893617,-1.31914893617021,0.680851063829787,27.4255319148936,-1.59574468085106,0.596728219110175,-0.160634605850273
"10449",0.794871794871795,-1.25531914893617,1.12765957446809,1.78723404255319,-0.361702127659574,0.531914893617021,0.0512820512820513,-0.382978723404255,-1,0.51063829787234,-0.0425531914893617,-0.319148936170213,-0.319148936170213,23.4255319148936,-2.59574468085106,0.596728219110175,-0.160634605850273
"10449",-0.205128205128205,-0.25531914893617,-0.872340425531915,1.78723404255319,-0.361702127659574,0.531914893617021,0.0512820512820513,0.617021276595745,-1,-0.48936170212766,-0.0425531914893617,0.680851063829787,-0.319148936170213,11.4255319148936,1.40425531914894,0.596728219110175,-0.160634605850273
"10449",-0.205128205128205,1.74468085106383,0.127659574468085,-1.21276595744681,-0.361702127659574,0.531914893617021,1.05128205128205,0.617021276595745,1,0.51063829787234,-0.0425531914893617,0.680851063829787,-0.319148936170213,7.42553191489362,0.404255319148936,1.59672821911017,-1.16063460585027
"10449",0.794871794871795,-1.25531914893617,-0.872340425531915,-0.212765957446809,-0.361702127659574,-0.468085106382979,0.0512820512820513,0.617021276595745,1,0.51063829787234,-0.0425531914893617,-0.319148936170213,-0.319148936170213,3.42553191489362,-0.595744680851064,0.596728219110175,-1.16063460585027
"10449",-0.205128205128205,-1.25531914893617,-0.872340425531915,0.787234042553192,-0.361702127659574,1.53191489361702,0.0512820512820513,-0.382978723404255,0,-0.48936170212766,0.957446808510638,-0.319148936170213,-0.319148936170213,-0.574468085106382,-1.59574468085106,0.596728219110175,-1.16063460585027
"10449",-0.205128205128205,-0.25531914893617,0.127659574468085,0.787234042553192,-0.361702127659574,1.53191489361702,0.0512820512820513,-0.382978723404255,-1,-0.48936170212766,-0.0425531914893617,0.680851063829787,-0.319148936170213,-4.57446808510638,-2.59574468085106,0.596728219110175,-1.16063460585027
"10449",1.79487179487179,0.74468085106383,1.12765957446809,0.787234042553192,-0.361702127659574,-0.468085106382979,0.0512820512820513,-1.38297872340426,-1,-1.48936170212766,0.957446808510638,-0.319148936170213,-0.319148936170213,-12.5744680851064,2.40425531914894,0.596728219110175,0.839365394149727
"10449",-0.205128205128205,-0.25531914893617,-0.872340425531915,-0.212765957446809,-0.361702127659574,0.531914893617021,0.0512820512820513,0.617021276595745,-1,0.51063829787234,0.957446808510638,0.680851063829787,-0.319148936170213,-16.5744680851064,1.40425531914894,1.59672821911017,-1.16063460585027
"10449",-0.205128205128205,0.74468085106383,-0.872340425531915,-1.21276595744681,-0.361702127659574,-2.46808510638298,-0.948717948717949,-0.382978723404255,1,0.51063829787234,-1.04255319148936,0.680851063829787,-0.319148936170213,-20.5744680851064,0.404255319148936,0.596728219110175,-0.160634605850273
"10449",-0.205128205128205,-1.25531914893617,-0.872340425531915,-1.21276595744681,-0.361702127659574,0.531914893617021,0.0512820512820513,0.617021276595745,0,0.51063829787234,0.957446808510638,-0.319148936170213,-0.319148936170213,-24.5744680851064,-0.595744680851064,1.59672821911017,-0.160634605850273
"10449",-0.205128205128205,-1.25531914893617,0.127659574468085,0.787234042553192,0.638297872340426,0.531914893617021,0.0512820512820513,0.617021276595745,-1,-0.48936170212766,0.957446808510638,0.680851063829787,0.680851063829787,28.4255319148936,-1.59574468085106,0.596728219110175,-0.160634605850273
"10449",-0.205128205128205,-1.25531914893617,0.127659574468085,0.787234042553192,-0.361702127659574,1.53191489361702,0.0512820512820513,-0.382978723404255,-1,-0.48936170212766,-0.0425531914893617,0.680851063829787,-0.319148936170213,24.4255319148936,-2.59574468085106,1.59672821911017,-1.16063460585027
"10449",NA,2.74468085106383,1.12765957446809,-1.21276595744681,0.638297872340426,-2.46808510638298,NA,0.617021276595745,0,0.51063829787234,-0.0425531914893617,-0.319148936170213,0.680851063829787,20.4255319148936,3.40425531914894,1.59672821911017,-0.160634605850273
"10449",-0.205128205128205,0.74468085106383,-0.872340425531915,1.78723404255319,-0.361702127659574,-0.468085106382979,0.0512820512820513,0.617021276595745,-1,-1.48936170212766,-0.0425531914893617,-0.319148936170213,-0.319148936170213,16.4255319148936,2.40425531914894,0.596728219110175,-0.160634605850273
"10449",0.794871794871795,-1.25531914893617,-0.872340425531915,-0.212765957446809,-0.361702127659574,0.531914893617021,-0.948717948717949,-0.382978723404255,-1,0.51063829787234,-0.0425531914893617,0.680851063829787,-0.319148936170213,12.4255319148936,1.40425531914894,1.59672821911017,-1.16063460585027
"10449",-0.205128205128205,-1.25531914893617,1.12765957446809,0.787234042553192,0.638297872340426,-0.468085106382979,-0.948717948717949,-0.382978723404255,0,0.51063829787234,-1.04255319148936,0.680851063829787,-0.319148936170213,8.42553191489362,0.404255319148936,0.596728219110175,0.839365394149727
"10449",-0.205128205128205,-1.25531914893617,0.127659574468085,-0.212765957446809,-0.361702127659574,0.531914893617021,0.0512820512820513,0.617021276595745,0,0.51063829787234,-0.0425531914893617,0.680851063829787,-0.319148936170213,4.42553191489362,-0.595744680851064,1.59672821911017,-1.16063460585027
"10449",-0.205128205128205,1.74468085106383,-0.872340425531915,-1.21276595744681,-0.361702127659574,-0.468085106382979,1.05128205128205,0.617021276595745,1,0.51063829787234,0.957446808510638,-0.319148936170213,-0.319148936170213,0.425531914893618,-1.59574468085106,0.596728219110175,-1.16063460585027
"10449",-0.205128205128205,-1.25531914893617,0.127659574468085,-0.212765957446809,-0.361702127659574,0.531914893617021,0.0512820512820513,-0.382978723404255,0,0.51063829787234,-1.04255319148936,-0.319148936170213,-0.319148936170213,-3.57446808510638,-2.59574468085106,1.59672821911017,-0.160634605850273
"10449",NA,0.74468085106383,-0.872340425531915,-0.212765957446809,-0.361702127659574,0.531914893617021,NA,-0.382978723404255,-1,0.51063829787234,0.957446808510638,0.680851063829787,-0.319148936170213,-7.57446808510638,3.40425531914894,1.59672821911017,-1.16063460585027
"10449",NA,1.74468085106383,2.12765957446809,0.787234042553192,0.638297872340426,-1.46808510638298,NA,0.617021276595745,1,0.51063829787234,-1.04255319148936,-1.31914893617021,1.68085106382979,-11.5744680851064,2.40425531914894,-0.403271780889825,0.839365394149727
"10449",-0.205128205128205,-1.25531914893617,1.12765957446809,1.78723404255319,-0.361702127659574,0.531914893617021,0.0512820512820513,0.617021276595745,-1,0.51063829787234,-0.0425531914893617,0.680851063829787,-0.319148936170213,-15.5744680851064,1.40425531914894,1.59672821911017,-1.16063460585027
"10449",-0.205128205128205,1.74468085106383,-0.872340425531915,-1.21276595744681,-0.361702127659574,-0.468085106382979,-0.948717948717949,-0.382978723404255,0,-0.48936170212766,-0.0425531914893617,-0.319148936170213,-0.319148936170213,-19.5744680851064,0.404255319148936,0.596728219110175,-0.160634605850273
"10449",-0.205128205128205,-1.25531914893617,-0.872340425531915,-1.21276595744681,-0.361702127659574,1.53191489361702,1.05128205128205,0.617021276595745,0,0.51063829787234,-0.0425531914893617,0.680851063829787,-0.319148936170213,-23.5744680851064,-0.595744680851064,1.59672821911017,-1.16063460585027
"10449",-0.205128205128205,0.74468085106383,-0.872340425531915,0.787234042553192,-0.361702127659574,0.531914893617021,0.0512820512820513,-0.382978723404255,0,0.51063829787234,-0.0425531914893617,0.680851063829787,-0.319148936170213,-27.5744680851064,-1.59574468085106,0.596728219110175,-0.160634605850273
"10449",-0.205128205128205,0.74468085106383,0.127659574468085,-1.21276595744681,0.638297872340426,-0.468085106382979,1.05128205128205,-0.382978723404255,0,-1.48936170212766,-0.0425531914893617,-1.31914893617021,0.680851063829787,29.4255319148936,-1.59574468085106,-0.403271780889825,0.839365394149727
"10449",-0.205128205128205,0.74468085106383,1.12765957446809,-2.21276595744681,2.63829787234043,-0.468085106382979,-1.94871794871795,0.617021276595745,0,-2.48936170212766,-0.0425531914893617,-1.31914893617021,0.680851063829787,25.4255319148936,-2.59574468085106,-1.40327178088983,0.839365394149727
"10449",NA,0.74468085106383,2.12765957446809,-0.212765957446809,-0.361702127659574,-1.46808510638298,NA,-0.382978723404255,0,0.51063829787234,0.957446808510638,0.680851063829787,0.680851063829787,21.4255319148936,3.40425531914894,0.596728219110175,-0.160634605850273
"10449",-0.205128205128205,-1.25531914893617,-0.872340425531915,1.78723404255319,-0.361702127659574,0.531914893617021,-0.948717948717949,0.617021276595745,0,0.51063829787234,-0.0425531914893617,0.680851063829787,1.68085106382979,17.4255319148936,2.40425531914894,0.596728219110175,-0.160634605850273
"10449",NA,0.74468085106383,0.127659574468085,-1.21276595744681,-0.361702127659574,-0.468085106382979,NA,0.617021276595745,-1,0.51063829787234,0.957446808510638,0.680851063829787,0.680851063829787,5.42553191489362,-0.595744680851064,1.59672821911017,-1.16063460585027
"10449",-0.205128205128205,-0.25531914893617,0.127659574468085,-2.21276595744681,-0.361702127659574,-0.468085106382979,1.05128205128205,-0.382978723404255,0,-0.48936170212766,-1.04255319148936,-0.319148936170213,-0.319148936170213,1.42553191489362,-1.59574468085106,0.596728219110175,-0.160634605850273
"10449",-0.205128205128205,0.74468085106383,1.12765957446809,0.787234042553192,-0.361702127659574,0.531914893617021,-0.948717948717949,0.617021276595745,-1,0.51063829787234,0.957446808510638,0.680851063829787,-0.319148936170213,-2.57446808510638,-2.59574468085106,0.596728219110175,-1.16063460585027
"10449",-0.205128205128205,-1.25531914893617,-0.872340425531915,1.78723404255319,-0.361702127659574,0.531914893617021,1.05128205128205,0.617021276595745,0,-0.48936170212766,-0.0425531914893617,0.680851063829787,-0.319148936170213,-6.57446808510638,3.40425531914894,1.59672821911017,-1.16063460585027
"10449",NA,2.74468085106383,3.12765957446809,-0.212765957446809,2.63829787234043,-1.46808510638298,NA,-1.38297872340426,1,-0.48936170212766,-2.04255319148936,-2.31914893617021,0.680851063829787,-10.5744680851064,2.40425531914894,-1.40327178088983,1.83936539414973
"10449",-0.205128205128205,-1.25531914893617,-0.872340425531915,-0.212765957446809,-0.361702127659574,1.53191489361702,0.0512820512820513,0.617021276595745,0,0.51063829787234,0.957446808510638,0.680851063829787,-0.319148936170213,-18.5744680851064,0.404255319148936,1.59672821911017,-1.16063460585027
"10449",-0.205128205128205,-0.25531914893617,-0.872340425531915,-1.21276595744681,-0.361702127659574,-1.46808510638298,0.0512820512820513,-1.38297872340426,0,-1.48936170212766,-0.0425531914893617,-0.319148936170213,-0.319148936170213,-22.5744680851064,-0.595744680851064,1.59672821911017,-1.16063460585027
"10449",NA,1.74468085106383,-0.872340425531915,-1.21276595744681,-0.361702127659574,-1.46808510638298,NA,-0.382978723404255,0,0.51063829787234,-0.0425531914893617,-0.319148936170213,-0.319148936170213,-26.5744680851064,-1.59574468085106,1.59672821911017,-1.16063460585027
"10449",NA,0.74468085106383,-0.872340425531915,-2.21276595744681,1.63829787234043,-2.46808510638298,NA,-1.38297872340426,2,0.51063829787234,-1.04255319148936,-2.31914893617021,2.68085106382979,26.4255319148936,-2.59574468085106,-0.403271780889825,1.83936539414973
"10449",-0.205128205128205,-0.25531914893617,-0.872340425531915,0.787234042553192,-0.361702127659574,0.531914893617021,0.0512820512820513,0.617021276595745,-1,-0.48936170212766,-1.04255319148936,-0.319148936170213,-0.319148936170213,22.4255319148936,3.40425531914894,-0.403271780889825,-0.160634605850273
"10449",1.79487179487179,-1.25531914893617,1.12765957446809,-1.21276595744681,-0.361702127659574,1.53191489361702,0.0512820512820513,0.617021276595745,0,0.51063829787234,0.957446808510638,0.680851063829787,-0.319148936170213,10.4255319148936,0.404255319148936,1.59672821911017,-0.160634605850273
"10449",-0.205128205128205,-1.25531914893617,0.127659574468085,1.78723404255319,-0.361702127659574,1.53191489361702,1.05128205128205,-0.382978723404255,0,0.51063829787234,-0.0425531914893617,0.680851063829787,-0.319148936170213,6.42553191489362,-0.595744680851064,1.59672821911017,-0.160634605850273
"10449",-0.205128205128205,-0.25531914893617,0.127659574468085,0.787234042553192,1.63829787234043,0.531914893617021,0.0512820512820513,0.617021276595745,1,0.51063829787234,-0.0425531914893617,-1.31914893617021,-0.319148936170213,2.42553191489362,-1.59574468085106,0.596728219110175,-0.160634605850273
"10449",-0.205128205128205,-0.25531914893617,-0.872340425531915,0.787234042553192,-0.361702127659574,0.531914893617021,0.0512820512820513,-0.382978723404255,0,-0.48936170212766,0.957446808510638,0.680851063829787,-0.319148936170213,-5.57446808510638,3.40425531914894,1.59672821911017,-1.16063460585027
"10449",0.794871794871795,-1.25531914893617,0.127659574468085,-1.21276595744681,-0.361702127659574,0.531914893617021,0.0512820512820513,-0.382978723404255,2,0.51063829787234,-1.04255319148936,-0.319148936170213,-0.319148936170213,-21.5744680851064,-0.595744680851064,0.596728219110175,1.83936539414973
"10449",-0.205128205128205,0.74468085106383,0.127659574468085,-1.21276595744681,-0.361702127659574,-0.468085106382979,-0.948717948717949,-0.382978723404255,1,0.51063829787234,-1.04255319148936,-0.319148936170213,-0.319148936170213,-25.5744680851064,-1.59574468085106,0.596728219110175,0.839365394149727
"10449",-0.205128205128205,1.74468085106383,-0.872340425531915,1.78723404255319,0.638297872340426,-1.46808510638298,0.0512820512820513,-0.382978723404255,2,0.51063829787234,-0.0425531914893617,0.680851063829787,-0.319148936170213,-28.5744680851064,-1.59574468085106,0.596728219110175,-1.16063460585027
"10450",-0.19047619047619,0.03125,0.40625,-0.75,0.90625,1.25,0.666666666666667,-1.9375,-0.53125,-0.75,0.6875,0.96875,-0.21875,24.875,3.53125,0.596728219110175,-0.160634605850273
"10450",NA,0.03125,2.40625,1.25,-0.09375,-0.75,NA,-0.9375,-1.53125,0.25,0.6875,0.96875,-0.21875,20.875,2.53125,1.59672821911017,-0.160634605850273
"10450",-0.19047619047619,1.03125,0.40625,0.25,-0.09375,-0.75,-0.333333333333333,-0.9375,-0.53125,0.25,0.6875,-0.03125,-0.21875,8.875,-0.46875,1.59672821911017,-1.16063460585027
"10450",-0.19047619047619,-0.96875,-1.59375,1.25,-0.09375,1.25,0.666666666666667,1.0625,-0.53125,0.25,0.6875,0.96875,-0.21875,4.875,-1.46875,1.59672821911017,-1.16063460585027
"10450",0.80952380952381,-1.96875,-0.59375,-0.75,0.90625,-0.75,0.666666666666667,-1.9375,-0.53125,-0.75,-3.3125,-1.03125,1.78125,-3.125,3.53125,-1.40327178088983,0.839365394149727
"10450",NA,1.03125,1.40625,1.25,-0.09375,-0.75,NA,-1.9375,-0.53125,-1.75,-0.3125,-1.03125,-0.21875,-7.125,2.53125,-1.40327178088983,-0.160634605850273
"10450",-0.19047619047619,1.03125,0.40625,0.25,-0.09375,-0.75,-0.333333333333333,0.0625,0.46875,0.25,-0.3125,-0.03125,-0.21875,-23.125,-1.46875,-0.403271780889825,-1.16063460585027
"10450",-0.19047619047619,0.03125,0.40625,0.25,-0.09375,0.25,0.666666666666667,1.0625,-0.53125,0.25,0.6875,-0.03125,-0.21875,29.875,-2.46875,-0.403271780889825,-0.160634605850273
"10450",1.80952380952381,1.03125,-1.59375,-1.75,-0.09375,0.25,-1.33333333333333,-0.9375,0.46875,0.25,-1.3125,-2.03125,-0.21875,17.875,1.53125,-0.403271780889825,1.83936539414973
"10450",-0.19047619047619,1.03125,-1.59375,0.25,-0.09375,-0.75,-1.33333333333333,1.0625,-1.53125,0.25,0.6875,0.96875,-0.21875,9.875,-0.46875,-0.403271780889825,-1.16063460585027
"10450",-0.19047619047619,1.03125,-0.59375,-0.75,-0.09375,-0.75,-0.333333333333333,1.0625,1.46875,0.25,0.6875,0.96875,0.78125,1.875,-2.46875,-0.403271780889825,-1.16063460585027
"10450",NA,0.03125,-1.59375,-0.75,-0.09375,-0.75,NA,1.0625,0.46875,0.25,-0.3125,0.96875,-0.21875,-6.125,2.53125,0.596728219110175,-1.16063460585027
"10450",-0.19047619047619,-0.96875,1.40625,0.25,-0.09375,1.25,0.666666666666667,0.0625,-0.53125,-1.75,0.6875,-1.03125,-0.21875,-14.125,0.53125,0.596728219110175,2.83936539414973
"10450",-0.19047619047619,1.03125,-1.59375,-1.75,-0.09375,-0.75,-1.33333333333333,1.0625,0.46875,0.25,-0.3125,-1.03125,0.78125,-18.125,-0.46875,0.596728219110175,-0.160634605850273
"10450",NA,1.03125,-0.59375,0.25,-0.09375,-0.75,NA,1.0625,-0.53125,0.25,0.6875,0.96875,-0.21875,-22.125,-1.46875,0.596728219110175,-0.160634605850273
"10450",NA,1.03125,0.40625,0.25,-0.09375,-0.75,NA,-0.9375,-0.53125,0.25,0.6875,0.96875,-0.21875,30.875,-2.46875,-0.403271780889825,-0.160634605850273
"10450",-0.19047619047619,-1.96875,2.40625,1.25,-0.09375,2.25,-1.33333333333333,-0.9375,-1.53125,0.25,0.6875,0.96875,-0.21875,22.875,2.53125,1.59672821911017,-1.16063460585027
"10450",NA,-0.96875,0.40625,1.25,-0.09375,-0.75,NA,1.0625,-1.53125,0.25,0.6875,0.96875,-0.21875,18.875,1.53125,1.59672821911017,-1.16063460585027
"10450",NA,-0.96875,0.40625,-0.75,-0.09375,-0.75,NA,0.0625,1.46875,0.25,0.6875,0.96875,1.78125,6.875,-1.46875,0.596728219110175,-0.160634605850273
"10450",-0.19047619047619,1.03125,0.40625,1.25,-0.09375,-0.75,-0.333333333333333,0.0625,0.46875,0.25,0.6875,-0.03125,-0.21875,2.875,-2.46875,1.59672821911017,-1.16063460585027
"10450",-0.19047619047619,-2.96875,0.40625,1.25,-0.09375,3.25,1.66666666666667,1.0625,-0.53125,0.25,0.6875,0.96875,-0.21875,-9.125,1.53125,1.59672821911017,-1.16063460585027
"10450",NA,1.03125,-0.59375,-0.75,-0.09375,-0.75,NA,1.0625,0.46875,0.25,-1.3125,-1.03125,-0.21875,-13.125,0.53125,-0.403271780889825,-0.160634605850273
"10450",NA,1.03125,0.40625,-1.75,-0.09375,-0.75,NA,0.0625,1.46875,-0.75,-2.3125,-0.03125,-0.21875,-17.125,-0.46875,-0.403271780889825,-0.160634605850273
"10450",0.80952380952381,-0.96875,2.40625,-0.75,0.90625,0.25,0.666666666666667,-0.9375,1.46875,0.25,-0.3125,-1.03125,0.78125,-21.125,-1.46875,-0.403271780889825,0.839365394149727
"10450",NA,-0.96875,2.40625,1.25,-0.09375,0.25,NA,-0.9375,-0.53125,0.25,0.6875,0.96875,-0.21875,23.875,2.53125,1.59672821911017,-1.16063460585027
"10450",-0.19047619047619,-0.96875,0.40625,1.25,-0.09375,1.25,-0.333333333333333,-1.9375,-1.53125,0.25,0.6875,0.96875,-0.21875,19.875,1.53125,1.59672821911017,-0.160634605850273
"10450",-0.19047619047619,1.03125,-1.59375,-1.75,-0.09375,-0.75,-0.333333333333333,1.0625,-0.53125,0.25,0.6875,-1.03125,-0.21875,7.875,-1.46875,0.596728219110175,-0.160634605850273
"10450",NA,1.03125,-1.59375,-0.75,-0.09375,-0.75,NA,1.0625,1.46875,0.25,-1.3125,-2.03125,-0.21875,-12.125,0.53125,0.596728219110175,0.839365394149727
"10450",-0.19047619047619,1.03125,-1.59375,-2.75,-0.09375,-0.75,-0.333333333333333,1.0625,0.46875,0.25,0.6875,-0.03125,-0.21875,-16.125,-0.46875,0.596728219110175,-0.160634605850273
"10450",-0.19047619047619,-0.96875,-0.59375,0.25,-0.09375,0.25,-0.333333333333333,-0.9375,2.46875,-0.75,-2.3125,-2.03125,-0.21875,-20.125,-1.46875,-0.403271780889825,-0.160634605850273
"10450",-0.19047619047619,-0.96875,0.40625,1.25,-0.09375,2.25,0.666666666666667,0.0625,0.46875,0.25,0.6875,0.96875,-0.21875,-24.125,-2.46875,1.59672821911017,-0.160634605850273
"10450",-0.19047619047619,0.03125,-1.59375,1.25,-0.09375,0.25,1.66666666666667,1.0625,0.46875,0.25,-0.3125,-1.03125,-0.21875,-26.125,-2.46875,-0.403271780889825,-0.160634605850273
"10451",NA,2.4,2.04,0.32,-0.4,-3.28,NA,0.4,-0.68,0.0800000000000001,-1.52,0.24,-0.84,-12.2,3,0.596728219110175,-1.16063460585027
"10451",-0.4,0.4,-0.96,0.32,-0.4,-3.28,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,20.8,-3,1.59672821911017,-1.16063460585027
"10451",-0.4,-1.6,-0.96,0.32,-0.4,0.72,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,16.8,3,1.59672821911017,-1.16063460585027
"10451",-0.4,-1.6,-0.96,0.32,-0.4,0.72,0.6,0.4,3.32,0.0800000000000001,0.48,0.24,-0.84,12.8,2,1.59672821911017,-1.16063460585027
"10451",-0.4,-1.6,-0.96,-0.68,-0.4,0.72,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,3.16,8.8,1,1.59672821911017,-1.16063460585027
"10451",-0.4,2.4,1.04,-0.68,-0.4,-2.28,0.6,-1.6,-0.68,0.0800000000000001,-1.52,0.24,3.16,-3.2,-2,1.59672821911017,-1.16063460585027
"10451",-0.4,2.4,-0.96,0.32,-0.4,0.72,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,-7.2,-3,1.59672821911017,-1.16063460585027
"10451",-0.4,-1.6,-0.96,0.32,-0.4,0.72,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,-11.2,3,1.59672821911017,-0.160634605850273
"10451",NA,2.4,-0.96,0.32,-0.4,-3.28,NA,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,-19.2,1,1.59672821911017,-1.16063460585027
"10451",-0.4,-1.6,1.04,0.32,-0.4,0.72,-1.4,0.4,0.32,0.0800000000000001,0.48,0.24,-0.84,-23.2,0,-0.403271780889825,2.83936539414973
"10451",3.6,-1.6,-0.96,0.32,1.6,0.72,-1.4,0.4,1.32,0.0800000000000001,-0.52,0.24,3.16,25.8,-2,0.596728219110175,-1.16063460585027
"10451",1.6,-0.6,1.04,-0.68,2.6,-0.28,-0.4,-2.6,2.32,-0.92,-0.52,-0.76,2.16,17.8,3,-0.403271780889825,0.839365394149727
"10451",-0.4,1.4,3.04,0.32,-0.4,0.72,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,5.8,0,1.59672821911017,-1.16063460585027
"10451",NA,2.4,-0.96,0.32,-0.4,0.72,NA,0.4,1.32,0.0800000000000001,-0.52,0.24,-0.84,-2.2,-2,1.59672821911017,-1.16063460585027
"10451",NA,2.4,-0.96,0.32,-0.4,0.72,NA,0.4,-0.68,0.0800000000000001,0.48,-1.76,-0.84,-14.2,2,1.59672821911017,-1.16063460585027
"10451",-0.4,-1.6,-0.96,0.32,-0.4,0.72,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,-18.2,1,1.59672821911017,-1.16063460585027
"10451",-0.4,-1.6,3.04,0.32,-0.4,-0.28,-0.4,0.4,1.32,0.0800000000000001,0.48,-1.76,1.16,30.8,-1,1.59672821911017,0.839365394149727
"10451",1.6,-1.6,0.04,-0.68,0.6,-0.28,-0.4,-0.6,1.32,-0.92,-0.52,-0.76,-0.84,26.8,-2,0.596728219110175,0.839365394149727
"10451",NA,2.4,1.04,0.32,-0.4,0.72,NA,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,6.8,0,1.59672821911017,-1.16063460585027
"10451",-0.4,-1.6,-0.96,0.32,-0.4,0.72,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,2.8,-1,1.59672821911017,-1.16063460585027
"10451",-0.4,2.4,3.04,-3.68,3.6,0.72,-3.4,-3.6,-0.68,0.0800000000000001,-3.52,0.24,3.16,-1.2,-2,1.59672821911017,2.83936539414973
"10451",-0.4,-1.6,-0.96,0.32,-0.4,0.72,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,-5.2,-3,1.59672821911017,-1.16063460585027
"10451",-0.4,-1.6,-0.96,0.32,-0.4,0.72,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,-13.2,2,1.59672821911017,-1.16063460585027
"10451",-0.4,-1.6,-0.96,0.32,-0.4,0.72,0.6,0.4,-0.68,0.0800000000000001,0.48,0.24,-0.84,-21.2,0,1.59672821911017,-1.16063460585027
"10451",-0.4,0.4,-0.96,0.32,-0.4,0.72,-0.4,0.4,0.32,0.0800000000000001,0.48,0.24,-0.84,-24.2,0,1.59672821911017,-0.160634605850273
"10452",-0.416666666666667,1.83636363636364,0.818181818181818,0.6,-0.145454545454546,-2,1.02040816326531,-1.6,0.272727272727273,-0.781818181818182,-0.527272727272727,-1.25454545454545,1.74545454545455,27.4363636363636,1,-0.403271780889825,0.839365394149727
"10452",-0.416666666666667,-0.163636363636364,-0.181818181818182,0.6,-0.145454545454546,-1,0.0204081632653061,0.4,0.272727272727273,0.218181818181818,-0.527272727272727,-0.254545454545455,-0.254545454545455,23.4363636363636,0,-0.403271780889825,-0.160634605850273
"10452",-0.416666666666667,1.83636363636364,-0.181818181818182,0.6,-0.145454545454546,0,0.0204081632653061,0.4,-0.727272727272727,0.218181818181818,-0.527272727272727,-1.25454545454545,-0.254545454545455,19.4363636363636,-1,-0.403271780889825,-1.16063460585027
